loading_id,depot,product,customer,truck_id,volume_loaded_litres,meter_start,meter_end,loading_ts,meter_delta_litres,dispatch_id,volume_dispatched_litres,dispatch_ts,status,invoice_count,volume_invoiced_litres,invoiced_amount_kes,paid_amount_kes,collections_gap_kes,unit_price_kes,invoice_date,payment_lag_days,expected_revenue_kes,invoice_lag_days,dispatch_capture_gap_kes,shrinkage_litres,shrinkage_kes,billing_gap_kes,underbilling_litres,underbilling_kes,total_leakage_kes,collected_revenue_kes,late_invoice_flag,late_payment_flag,is_exception,leakage_category
LD000459,Mombasa,AGO,Tsavo Energy Group,TRK-544,29600.0,4276755.4,4306354.0,2026-06-08 18:41:00,29598.599999999627,DS000453,29598.0,2026-06-08 21:21:00,Cancelled,,,,,0.0,,,,4593920.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,none
LD000460,Mombasa,PMS,Uhuru Energy Partners,TRK-839,23400.0,3443924.0,3467326.0,2026-06-08 11:12:00,23402.0,DS000454,23446.0,2026-06-08 12:11:00,Dispatched,1.0,23446.0,3818665.73,3818665.73,0.0,162.87,2026-06-08 15:11:00,3.0,3872700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818665.73,False,False,False,none
LD000461,Mombasa,PMS,Summit Downstream Ltd,TRK-960,26600.0,4359445.2,4386043.8,2026-06-08 08:03:00,26598.599999999627,DS000455,26636.0,2026-06-08 09:49:00,Dispatched,1.0,26636.0,4359068.04,4359068.04,0.0,163.65,2026-06-10 16:49:00,30.0,4402300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359068.04,False,False,False,none
LD000462,Mombasa,PMS,Lakeview Energy,TRK-777,23800.0,4122102.1,4145905.9,2026-06-08 05:27:00,23803.799999999814,DS000456,23745.0,2026-06-08 08:15:00,Dispatched,1.0,23745.0,4005188.92,4005188.92,0.0,168.68,2026-06-08 11:15:00,3.0,3938900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005188.92,False,False,False,none
LD000463,Mombasa,PMS,Coastline Energy Ltd,TRK-584,24400.0,4290457.3,4314866.4,2026-06-08 11:10:00,24409.10000000056,DS000457,24285.0,2026-06-08 13:22:00,Dispatched,1.0,24285.0,3999576.68,3999576.68,0.0,164.69,2026-06-18 20:22:00,7.0,4038200.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999576.68,True,False,False,none
LD000464,Mombasa,AGO,Aberdare Oil Traders,TRK-657,21500.0,3495437.3,3516933.2,2026-06-08 20:31:00,21495.900000000373,DS000458,21474.0,2026-06-08 22:16:00,Dispatched,1.0,21474.0,3363061.59,3363061.59,0.0,156.61,2026-06-09 05:16:00,14.0,3336799.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3363061.59,False,False,False,none
LD000465,Mombasa,PMS,Tsavo Energy Group,TRK-369,27200.0,3346433.9,3373636.5,2026-06-08 17:23:00,27202.600000000093,DS000459,27290.0,2026-06-08 18:00:00,Dispatched,1.0,27290.0,4448750.05,4448750.05,0.0,163.02,2026-06-10 19:00:00,3.0,4501600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4448750.05,False,False,False,none
LD000466,Nairobi,PMS,Savannah Petroleum,TRK-813,27600.0,3141432.4,3169028.7,2026-06-08 13:36:00,27596.30000000028,DS000460,27671.0,2026-06-08 16:34:00,Dispatched,1.0,27671.0,4638576.14,4638576.14,0.0,167.63,2026-06-08 23:34:00,21.0,4567800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4638576.14,False,False,False,none
LD000467,Nairobi,AGO,Pioneer Fuels Kenya,TRK-162,22900.0,2249087.1,2271983.6,2026-06-08 22:26:00,22896.5,DS000461,22928.0,2026-06-09 00:55:00,Dispatched,1.0,22928.0,3599810.78,3599810.78,0.0,157.01,2026-06-12 00:55:00,14.0,3554079.9999999995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599810.78,False,False,False,none
LD000468,Nairobi,IK,Nyanza Petroleum Co,TRK-180,30200.0,2027535.4,2057732.2,2026-06-08 20:36:00,30196.800000000047,DS000462,30185.0,2026-06-08 22:54:00,Dispatched,1.0,30185.0,4210943.9,4210943.9,0.0,139.5,2026-06-08 22:54:00,7.0,4228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4210943.9,False,False,False,none
LD000469,Nairobi,AGO,Pioneer Fuels Kenya,TRK-735,30100.0,1233818.5,1263916.3,2026-06-08 21:51:00,30097.800000000047,DS000463,30053.0,2026-06-08 23:04:00,Dispatched,,,,,0.0,,,,4671520.0,,0.0,0.0,0.0,4664225.6,0.0,0.0,4664225.6,0.0,False,False,True,billing_gap
LD000470,Nairobi,IK,Tsavo Energy Group,TRK-927,29600.0,3703365.0,3732961.5,2026-06-08 19:11:00,29596.5,DS000464,29586.0,2026-06-08 19:49:00,Dispatched,1.0,29586.0,4085756.88,4085756.88,0.0,138.1,2026-06-10 01:49:00,14.0,4144000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4085756.88,False,False,False,none
LD000471,Nairobi,PMS,Uhuru Energy Partners,TRK-942,27100.0,2783163.7,2810268.9,2026-06-08 07:43:00,27105.19999999972,DS000465,27164.0,2026-06-08 10:09:00,Dispatched,1.0,27164.0,4456599.34,4456599.34,0.0,164.06,2026-06-08 12:09:00,1.0,4485050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4456599.34,False,False,False,none
LD000472,Nairobi,PMS,Summit Downstream Ltd,TRK-665,29700.0,2348908.5,2378605.9,2026-06-08 07:05:00,29697.399999999907,DS000466,29790.0,2026-06-08 09:22:00,Dispatched,1.0,29790.0,4932375.83,4932375.83,0.0,165.57,2026-06-09 15:22:00,7.0,4915350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4932375.83,False,False,False,none
LD000473,Kisumu,AGO,Crescent Oil Ltd,TRK-900,32400.0,2059581.8,2091987.5,2026-06-08 05:50:00,32405.699999999953,DS000467,32375.0,2026-06-08 07:15:00,Dispatched,1.0,32375.0,5075451.0,5075451.0,0.0,156.77,2026-06-10 09:15:00,1.0,5028480.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5075451.0,False,False,False,none
LD000474,Kisumu,PMS,Pioneer Fuels Kenya,TRK-202,26400.0,2467824.3,2494232.9,2026-06-08 09:36:00,26408.600000000093,DS000468,26601.0,2026-06-08 11:31:00,Dispatched,1.0,26601.0,4461089.03,4461089.03,0.0,167.7,2026-06-11 19:31:00,3.0,4369200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4461089.03,False,False,False,none
LD000475,Kisumu,AGO,Zenith Petroleum,TRK-370,25500.0,3468623.1,3494129.3,2026-06-08 22:56:00,25506.19999999972,DS000469,25507.0,2026-06-08 23:46:00,Dispatched,1.0,25507.0,3931972.67,3931972.67,0.0,154.15,2026-06-08 23:46:00,45.0,3957599.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3931972.67,False,True,False,none
LD000476,Kisumu,AGO,Tsavo Energy Group,TRK-247,30700.0,1279726.4,1310425.3,2026-06-08 20:02:00,30698.90000000014,DS000470,30668.0,2026-06-08 21:08:00,Dispatched,1.0,30668.0,4667197.17,4667197.17,0.0,152.18,2026-06-09 22:08:00,14.0,4764640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4667197.17,False,False,False,none
LD000477,Kisumu,PMS,Nyanza Petroleum Co,TRK-586,30200.0,2084589.7,2114798.1,2026-06-08 15:44:00,30208.40000000014,DS000471,30334.0,2026-06-08 16:18:00,Dispatched,1.0,30334.0,4928776.27,4928776.27,0.0,162.48,2026-06-11 21:18:00,21.0,4998100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4928776.27,False,False,False,none
LD000478,Kisumu,PMS,Aberdare Oil Traders,TRK-978,23700.0,2827434.6,2851139.0,2026-06-08 14:19:00,23704.399999999907,DS000472,23555.0,2026-06-08 16:46:00,Cancelled,,,,,0.0,,,,3922350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,none
LD000479,Kisumu,IK,Coastline Energy Ltd,TRK-553,23000.0,1209355.5,1232348.0,2026-06-08 12:08:00,22992.5,DS000473,23033.0,2026-06-08 14:21:00,Dispatched,1.0,23033.0,3233542.5,3233542.5,0.0,140.39,2026-06-08 20:21:00,14.0,3220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233542.5,False,False,False,none
LD000480,Kisumu,AGO,Kilele Fuels,TRK-943,35900.0,2785409.4,2821302.8,2026-06-08 07:12:00,35893.39999999991,DS000474,35892.0,2026-06-08 09:18:00,Dispatched,1.0,35892.0,5604854.77,5604854.77,0.0,156.16,2026-06-09 10:18:00,3.0,5571680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5604854.77,False,False,False,none
LD000481,Kisumu,AGO,Savannah Petroleum,TRK-262,25300.0,3321900.0,3347206.6,2026-06-08 16:52:00,25306.600000000093,DS000475,25410.0,2026-06-08 18:37:00,Dispatched,1.0,25410.0,3900883.25,3900883.25,0.0,153.52,2026-06-10 02:37:00,14.0,3926559.9999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900883.25,False,False,False,none
LD000482,Kisumu,AGO,Amani Petroleum,TRK-129,22700.0,2637911.4,2660614.9,2026-06-08 17:08:00,22703.5,DS000476,22741.0,2026-06-08 19:08:00,Dispatched,1.0,22741.0,3586896.76,3586896.76,0.0,157.73,2026-06-09 01:08:00,21.0,3523039.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3586896.76,False,False,False,none
LD000483,Kisumu,AGO,Savannah Petroleum,TRK-567,26800.0,4287225.8,4314025.7,2026-06-08 11:53:00,26799.900000000373,DS000477,26811.0,2026-06-08 12:43:00,Dispatched,1.0,26811.0,4124612.46,4124612.46,0.0,153.84,2026-06-08 17:43:00,1.0,4159359.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4124612.46,False,False,False,none
LD000484,Kisumu,AGO,Kilele Fuels,TRK-750,26100.0,1479316.0,1505417.9,2026-06-08 13:23:00,26101.899999999907,DS000478,26152.0,2026-06-08 15:04:00,Dispatched,1.0,26152.0,4000252.63,4000252.63,0.0,152.96,2026-06-08 20:04:00,30.0,4050719.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000252.63,False,False,False,none
LD000485,Eldoret,PMS,Kilele Fuels,TRK-991,22400.0,4969934.0,4992334.4,2026-06-08 20:38:00,22400.400000000373,DS000479,22329.0,2026-06-08 22:17:00,Dispatched,1.0,22329.0,3719844.16,3719844.16,0.0,166.59,2026-06-09 22:17:00,14.0,3707200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719844.16,False,False,False,none
LD000486,Eldoret,PMS,Lakeview Energy,TRK-495,33500.0,3083831.9,3117335.8,2026-06-08 13:47:00,33503.89999999991,DS000480,33597.0,2026-06-08 16:42:00,Dispatched,1.0,33597.0,5607333.49,5607333.49,0.0,166.9,2026-06-10 18:42:00,1.0,5544250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5607333.49,False,False,False,none
LD000487,Eldoret,AGO,Nyanza Petroleum Co,TRK-793,30000.0,1356497.7,1386495.1,2026-06-08 11:54:00,29997.40000000014,DS000481,29879.0,2026-06-08 14:06:00,Dispatched,1.0,29879.0,4629071.75,4629071.75,0.0,154.93,2026-06-08 22:06:00,7.0,4656000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4629071.75,False,False,False,none
LD000488,Eldoret,AGO,Rift Valley Fuels Ltd,TRK-235,33200.0,4128112.4,4161314.2,2026-06-08 21:01:00,33201.80000000028,DS000482,33236.0,2026-06-08 21:40:00,Dispatched,1.0,33236.0,5058734.9,5058734.9,0.0,152.21,2026-06-08 23:40:00,7.0,5152640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058734.9,False,False,False,none
LD000489,Eldoret,AGO,Aberdare Oil Traders,TRK-412,31300.0,1144641.5,1175936.1,2026-06-08 05:14:00,31294.600000000093,DS000483,31303.0,2026-06-08 06:02:00,Dispatched,1.0,31303.0,4810218.65,4810218.65,0.0,153.67,2026-06-08 10:02:00,3.0,4857760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810218.65,False,False,False,none
LD000490,Eldoret,PMS,Zenith Petroleum,TRK-323,25800.0,1350571.0,1376366.6,2026-06-08 17:54:00,25795.600000000093,DS000484,25664.0,2026-06-08 19:08:00,Dispatched,1.0,25664.0,4285489.54,4285489.54,0.0,166.98,2026-06-09 22:08:00,21.0,4269900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4285489.54,False,False,False,none
LD000491,Eldoret,AGO,UNKNOWN CUSTOMER,TRK-778,35000.0,3215209.0,3250204.8,2026-06-08 17:37:00,34995.799999999814,DS000485,35007.0,2026-06-08 20:21:00,Dispatched,1.0,35007.0,5489738.82,5489738.82,0.0,156.82,2026-06-11 22:21:00,30.0,5432000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489738.82,False,False,False,none
LD000492,Eldoret,PMS,Lakeview Energy,TRK-383,27200.0,3402377.3,3429569.3,2026-06-08 08:30:00,27192.0,DS000486,25111.0,2026-06-08 09:32:00,Dispatched,1.0,25111.0,4134529.77,4134529.77,0.0,164.65,2026-06-08 15:32:00,21.0,4501600.0,0.0,0.0,2089.0,345729.5,0.0,0.0,0.0,345729.5,4134529.77,False,False,True,shrinkage
LD000493,Nakuru,AGO,Coastline Energy Ltd,TRK-629,22600.0,4145103.8,4167712.2,2026-06-08 13:41:00,22608.400000000373,DS000487,22619.0,2026-06-08 16:36:00,Dispatched,1.0,22619.0,3494479.66,3494479.66,0.0,154.49,2026-06-08 21:36:00,30.0,3507519.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3494479.66,False,False,False,none
LD000494,Nakuru,AGO,Mara Fuels,TRK-838,26300.0,3004612.0,3030921.5,2026-06-08 17:42:00,26309.5,DS000488,26384.0,2026-06-08 18:51:00,Dispatched,1.0,26384.0,4028904.0,0.0,4028904.0,152.7,2026-06-08 21:51:00,,4081759.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028904.0,0.0,False,False,True,collections_gap
LD000495,Nakuru,IK,Uhuru Energy Partners,TRK-854,26400.0,3158930.5,3185337.9,2026-06-08 13:58:00,26407.399999999907,DS000489,26341.0,2026-06-08 16:49:00,Dispatched,1.0,26341.0,3720248.36,3720248.36,0.0,141.23,2026-06-09 19:49:00,45.0,3696000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720248.36,False,True,False,none
LD000496,Nakuru,PMS,Highland Energy Co,TRK-587,28500.0,3885688.3,3914193.7,2026-06-08 12:43:00,28505.400000000373,DS000490,28505.0,2026-06-08 15:11:00,Dispatched,1.0,28505.0,4708320.54,4708320.54,0.0,165.18,2026-06-10 15:11:00,45.0,4716750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708320.54,False,True,False,none
LD000497,Nakuru,AGO,Highland Energy Co,TRK-199,22300.0,1847930.0,1870227.3,2026-06-08 10:53:00,22297.300000000047,DS000491,22374.0,2026-06-08 13:14:00,Dispatched,1.0,22374.0,3474712.82,3474712.82,0.0,155.3,2026-06-09 21:14:00,1.0,3460959.9999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3474712.82,False,False,False,none
LD000498,Nakuru,AGO,Tsavo Energy Group,TRK-443,20400.0,1615164.6,1635569.5,2026-06-08 22:48:00,20404.899999999907,DS000492,20456.0,2026-06-08 23:30:00,Dispatched,1.0,20456.0,3117361.83,3117361.83,0.0,152.39,2026-06-10 04:30:00,7.0,3166080.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117361.83,False,False,False,none
LD000499,Nakuru,PMS,Coastline Energy Ltd,TRK-439,23600.0,4829291.6,4852895.2,2026-06-08 12:47:00,23603.60000000056,DS000493,23495.0,2026-06-08 14:20:00,Dispatched,1.0,23495.0,3901207.77,3901207.77,0.0,166.04,2026-06-10 18:20:00,1.0,3905800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3901207.77,False,False,False,none
LD000500,Nakuru,AGO,Horizon Oil Marketers,TRK-987,29200.0,2917417.8,2946618.4,2026-06-08 19:54:00,29200.600000000093,DS000494,29111.0,2026-06-08 20:45:00,Dispatched,1.0,29111.0,4436532.63,4436532.63,0.0,152.4,2026-06-09 04:45:00,7.0,4531840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4436532.63,False,False,False,none
LD000501,Nakuru,AGO,Horizon Oil Marketers,TRK-490,25000.0,3425483.8,3450481.2,2026-06-08 11:32:00,24997.400000000373,DS000495,24994.0,2026-06-08 12:19:00,Dispatched,1.0,24994.0,3882899.98,3882899.98,0.0,155.35,2026-06-08 16:19:00,45.0,3879999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882899.98,False,True,False,none
LD000502,Nakuru,PMS,Equator Fuels,TRK-683,35200.0,4300803.1,4336007.8,2026-06-08 09:08:00,35204.700000000186,DS000496,35175.0,2026-06-08 10:15:00,Dispatched,1.0,32658.0,5378766.08,5378766.08,0.0,164.7,2026-06-10 13:15:00,3.0,5825600.0,2.0,0.0,0.0,0.0,0.0,2517.0,414549.89999999997,414549.89999999997,5378766.08,False,False,True,underbilling
LD000503,Nakuru,PMS,Lakeview Energy,TRK-746,30700.0,1487047.6,1517752.4,2026-06-08 10:49:00,30704.799999999814,DS000497,30694.0,2026-06-08 12:37:00,Dispatched,1.0,30694.0,5021542.9,5021542.9,0.0,163.6001466084577,2026-06-15 14:37:00,14.0,5080850.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021542.9,True,False,False,none
LD000504,Nakuru,AGO,Aberdare Oil Traders,TRK-892,23700.0,1319861.6,1343544.7,2026-06-08 05:28:00,23683.09999999986,DS000498,23757.0,2026-06-08 08:22:00,Dispatched,1.0,23757.0,3663991.98,3663991.98,0.0,154.23,2026-06-08 12:22:00,14.0,3678239.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3663991.98,False,False,False,none
LD000505,Kisii,AGO,Crescent Oil Ltd,TRK-539,27000.0,1422658.7,1449652.7,2026-06-08 07:08:00,26994.0,DS000499,27023.0,2026-06-08 10:05:00,Dispatched,1.0,27023.0,4215120.17,4215120.17,0.0,155.98,2026-06-10 13:05:00,3.0,4190399.9999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215120.17,False,False,False,none
LD000506,Kisii,IK,Savannah Petroleum,TRK-848,29900.0,3600804.4,3630707.4,2026-06-08 17:00:00,29903.0,DS000500,29931.0,2026-06-08 19:48:00,Dispatched,1.0,29931.0,4268238.85,4268238.85,0.0,142.6,2026-06-08 20:48:00,3.0,4186000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4268238.85,False,False,False,none
LD000507,Kisii,AGO,Rift Valley Fuels Ltd,TRK-741,22400.0,1245398.5,1267797.4,2026-06-08 21:12:00,22398.899999999907,DS000501,22445.0,2026-06-08 22:16:00,Dispatched,1.0,22445.0,3422414.4,3422414.4,0.0,152.48,2026-06-11 06:16:00,7.0,3476479.9999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422414.4,False,False,False,none
LD000508,Kisii,PMS,Baraka Downstream,TRK-615,20900.0,4979465.3,5000372.8,2026-06-08 16:19:00,20907.5,DS000502,20967.0,2026-06-08 17:35:00,Dispatched,1.0,20967.0,3403974.32,3403974.32,0.0,162.35,2026-06-10 22:35:00,3.0,3458950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403974.32,False,False,False,none
LD000509,Kisii,PMS,Coastline Energy Ltd,TRK-632,20900.0,3780140.9,3801037.8,2026-06-08 06:19:00,20896.899999999907,DS000503,20708.0,2026-06-08 08:53:00,Dispatched,1.0,20708.0,3387484.97,3387484.97,0.0,163.58,2026-06-09 13:53:00,14.0,3458950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387484.97,False,False,False,none
LD000510,Kisii,PMS,Delta Oil Marketers,TRK-292,31100.0,1249167.2,1280265.7,2026-06-08 09:21:00,31098.5,DS000504,31064.0,2026-06-08 10:57:00,Dispatched,1.0,31064.0,5101974.37,5101974.37,0.0,164.24,2026-06-09 16:57:00,7.0,5147050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101974.37,False,False,False,none
LD000511,Kisii,PMS,Baraka Downstream,TRK-122,28200.0,4986787.4,5014989.6,2026-06-08 12:46:00,28202.199999999255,DS000505,28125.0,2026-06-08 15:41:00,Dispatched,1.0,28125.0,4624322.89,2707813.88,1916509.0099999998,164.42,2026-06-11 15:41:00,1.0,4667100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1916509.0099999998,2707813.88,False,False,True,collections_gap
LD000512,Kisii,PMS,Aberdare Oil Traders,TRK-738,24900.0,3495583.3,3520489.3,2026-06-08 06:24:00,24906.0,DS000506,24936.0,2026-06-08 08:28:00,Dispatched,1.0,24936.0,4091569.71,4091569.71,0.0,164.08,2026-06-09 11:28:00,7.0,4120950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4091569.71,False,False,False,none
LD000513,Kisii,AGO,Horizon Oil Marketers,TRK-489,28400.0,2704333.5,2732726.7,2026-06-08 05:03:00,28393.200000000186,DS000507,28361.0,2026-06-08 07:06:00,Dispatched,1.0,28361.0,4451100.78,4451100.78,0.0,156.94,2026-06-11 11:06:00,1.0,4407680.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451100.78,False,False,False,none
LD000514,Mombasa,AGO,Rift Valley Fuels Ltd,TRK-777,28400.0,2926539.4,2954938.3,2026-06-09 09:13:00,28398.899999999907,DS000508,28406.0,2026-06-09 11:27:00,Dispatched,1.0,28406.0,4487754.01,4487754.01,0.0,157.99,2026-06-09 18:27:00,30.0,4407680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4487754.01,False,False,False,none
LD000515,Mombasa,AGO,Horizon Oil Marketers,TRK-732,22800.0,2548315.0,2571113.8,2026-06-09 09:26:00,22798.799999999814,DS000509,22858.0,2026-06-09 10:35:00,Dispatched,1.0,22858.0,3569111.61,3569111.61,0.0,156.14,2026-06-09 12:35:00,3.0,3538559.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3569111.61,False,False,False,none
LD000516,Mombasa,PMS,Equator Fuels,TRK-896,32600.0,3328592.9,3361187.7,2026-06-09 08:31:00,32594.80000000028,DS000510,32541.0,2026-06-09 09:02:00,Dispatched,1.0,32541.0,5282758.41,5282758.41,0.0,162.34,2026-06-11 09:02:00,30.0,5395300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5282758.41,False,False,False,none
LD000517,Mombasa,PMS,Tsavo Energy Group,TRK-608,30900.0,1758779.4,1789671.7,2026-06-09 18:18:00,30892.300000000047,DS000511,30934.0,2026-06-09 19:18:00,Dispatched,1.0,30934.0,5087721.21,5087721.21,0.0,164.47,2026-06-17 03:18:00,21.0,5113950.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5087721.21,True,False,False,none
LD000518,Mombasa,PMS,Lakeview Energy,TRK-955,33300.0,3517195.2,3550500.4,2026-06-09 05:00:00,33305.19999999972,DS000512,33455.0,2026-06-09 07:33:00,Dispatched,1.0,33455.0,5614474.49,5614474.49,0.0,167.82,2026-06-09 07:33:00,21.0,5511150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5614474.49,False,False,False,none
LD000519,Mombasa,IK,Horizon Oil Marketers,TRK-759,23200.0,1258466.7,1281666.1,2026-06-09 21:04:00,23199.40000000014,DS000513,23258.0,2026-06-09 21:47:00,Dispatched,1.0,23258.0,3202295.46,3202295.46,0.0,137.69,2026-06-12 00:47:00,3.0,3248000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202295.46,False,False,False,none
LD000520,Mombasa,IK,Kilele Fuels,TRK-932,24300.0,3584360.5,3608658.3,2026-06-09 14:16:00,24297.799999999814,DS000514,24184.0,2026-06-09 16:15:00,Dispatched,1.0,24184.0,3414903.52,3414903.52,0.0,141.21,2026-06-09 20:15:00,3.0,3402000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414903.52,False,False,False,none
LD000521,Mombasa,AGO,Mara Fuels,TRK-218,28000.0,2064077.1,2092075.2,2026-06-09 16:51:00,27998.09999999986,DS000515,27975.0,2026-06-09 17:58:00,Dispatched,1.0,27975.0,4414170.36,4414170.36,0.0,157.79,2026-06-09 19:58:00,7.0,4345600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4414170.36,False,False,False,none
LD000522,Mombasa,PMS,Tsavo Energy Group,TRK-548,30400.0,4242743.7,4273146.5,2026-06-09 09:42:00,30402.799999999814,DS000516,30432.0,2026-06-09 12:24:00,Dispatched,1.0,30432.0,5003354.29,5003354.29,0.0,164.41,2026-06-11 12:24:00,1.0,5031200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5003354.29,False,False,False,none
LD000523,Mombasa,PMS,Horizon Oil Marketers,TRK-567,29800.0,4438260.9,4468063.4,2026-06-09 15:11:00,29802.5,DS000517,29849.0,2026-06-09 16:28:00,Dispatched,1.0,29849.0,4941293.13,4941293.13,0.0,165.54,2026-06-09 22:28:00,45.0,4931900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4941293.13,False,True,False,none
LD000524,Mombasa,AGO,Uhuru Energy Partners,TRK-916,22100.0,1408598.1,1430697.5,2026-06-09 20:51:00,22099.399999999907,DS000518,22083.0,2026-06-09 23:15:00,Dispatched,1.0,22083.0,3466142.66,3466142.66,0.0,156.96,2026-06-09 23:15:00,7.0,3429919.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3466142.66,False,False,False,none
LD000525,Mombasa,PMS,Tsavo Energy Group,TRK-704,30500.0,4771324.6,4801826.2,2026-06-09 06:54:00,30501.60000000056,DS000519,30441.0,2026-06-09 07:30:00,Dispatched,1.0,30441.0,5055018.23,5055018.23,0.0,166.06,2026-06-16 08:30:00,60.0,5047750.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5055018.23,True,True,False,none
LD000526,Nairobi,PMS,Zenith Petroleum,TRK-983,27400.0,3548805.9,3576205.1,2026-06-09 17:49:00,27399.200000000186,DS000520,27406.0,2026-06-09 19:16:00,Dispatched,1.0,27406.0,4485396.54,4485396.54,0.0,163.66,2026-06-09 21:16:00,21.0,4534700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4485396.54,False,False,False,none
LD000527,Nairobi,IK,Uhuru Energy Partners,TRK-164,30500.0,4580471.0,4610977.5,2026-06-09 08:56:00,30506.5,DS000521,30401.0,2026-06-09 11:26:00,Dispatched,1.0,30401.0,4287733.64,4287733.64,0.0,141.04,2026-06-10 14:26:00,1.0,4270000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4287733.64,False,False,False,none
LD000528,Nairobi,PMS,Pioneer Fuels Kenya,TRK-329,21100.0,3073632.1,3094739.9,2026-06-09 21:49:00,21107.799999999814,DS000522,21170.0,2026-06-09 22:27:00,Dispatched,1.0,21170.0,3437344.13,3437344.13,0.0,162.37,2026-06-11 01:27:00,14.0,3492050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3437344.13,False,False,False,none
