dispatch_id,loading_id,destination_customer,volume_dispatched_litres,dispatch_ts,status
DS000654,LD000661,Highland Energy Co,31705,11/06/2026 19:17,Dispatched
DS000655,LD000662,Zenith Petroleum,34117,11/06/2026 20:16,Dispatched
DS000656,LD000663,Coastline Energy Ltd,21379,11/06/2026 12:03,Dispatched
DS000657,LD000665,Equator Fuels,29521,11/06/2026 23:44,Dispatched
DS000658,LD000666,Summit Downstream Ltd,33988,2026-06-11 19:22,Dispatched
DS000659,LD000667,Highland Energy Co,28302,2026-06-11 15:43,Dispatched
DS000660,LD000668,Kilele Fuels,32361,2026-06-11 15:53,Dispatched
DS000661,LD000669,Savannah Petroleum,34326,11/06/2026 07:24,Dispatched
DS000662,LD000670,Kilele Fuels,29546,2026-06-11 12:33,Dispatched
DS000663,LD000671,Uhuru Energy Partners,23784,2026-06-11 13:02,Dispatched
DS000664,LD000672,Lakeview Energy,27703,11/06/2026 08:41,Dispatched
DS000665,LD000673,Delta Oil Marketers,24353,11/06/2026 10:31,Dispatched
DS000666,LD000674,Nyanza Petroleum Co,19958,11/06/2026 09:58,Dispatched
DS000667,LD000675,Equator Fuels,29623,2026-06-11 10:12,Dispatched
DS000668,LD000676,Highland Energy Co,27212,11/06/2026 08:47,Dispatched
DS000669,LD000677,Equator Fuels,29826,11/06/2026 09:35,Dispatched
DS000670,LD000678,Aberdare Oil Traders,29535,11/06/2026 12:17,Dispatched
DS000671,LD000679,Crescent Oil Ltd,33720,11/06/2026 23:34,Dispatched
DS000672,LD000681,Highland Energy Co,29298,2026-06-11 11:18,Dispatched
DS000673,LD000682,Zenith Petroleum,26360,2026-06-11 23:43,Dispatched
DS000674,LD000683,Baraka Downstream,30019,11/06/2026 19:03,Dispatched
DS000675,LD000684,Delta Oil Marketers,34054,12/06/2026 00:33,Dispatched
DS000676,LD000685,Crescent Oil Ltd,31197,11/06/2026 21:47,Dispatched
DS000677,LD000686,Aberdare Oil Traders,26343,11/06/2026 20:17,Dispatched
DS000678,LD000687,Zenith Petroleum,34110,2026-06-11 08:22,Dispatched
DS000679,LD000688,Summit Downstream Ltd,24662,12/06/2026 00:43,Dispatched
DS000680,LD000689,Mara Fuels,35313,2026-06-11 17:06,Dispatched
DS000681,LD000690,Savannah Petroleum,20567,2026-06-11 10:37,Dispatched
DS000682,LD000691,Delta Oil Marketers,24127,11/06/2026 19:44,Dispatched
DS000683,LD000692,Lakeview Energy,21987,2026-06-12 14:55,Dispatched
DS000684,LD000693,Highland Energy Co,31999,12/06/2026 08:46,Cancelled
DS000685,LD000694,Savannah Petroleum,35109,2026-06-12 14:57,Dispatched
DS000686,LD000695,Horizon Oil Marketers,30974,2026-06-12 23:51,Dispatched
DS000687,LD000696,Tsavo Energy Group,30308,12/06/2026 15:14,Dispatched
DS000688,LD000697,Kilele Fuels,29760,2026-06-12 18:40,Dispatched
DS000689,LD000698,Amani Petroleum,34418,2026-06-12 23:34,Dispatched
DS000690,LD000699,Zenith Petroleum,28569,2026-06-13 00:51,Dispatched
DS000691,LD000700,Summit Downstream Ltd,24724,2026-06-12 23:26,Dispatched
DS000692,LD000701,Rift Valley Fuels Ltd,29037,12/06/2026 21:44,Dispatched
DS000693,LD000702,Coastline Energy Ltd,31793,12/06/2026 16:51,Dispatched
DS000694,LD000703,Highland Energy Co,33553,12/06/2026 15:34,Dispatched
DS000695,LD000704,Baraka Downstream,24443,2026-06-12 17:59,Dispatched
DS000696,LD000705,Pioneer Fuels Kenya,32483,2026-06-12 15:28,Dispatched
DS000697,LD000706,Pioneer Fuels Kenya,33715,12/06/2026 11:15,Dispatched
DS000698,LD000707,Savannah Petroleum,26968,12/06/2026 19:55,Dispatched
DS000699,LD000708,Nyanza Petroleum Co,29522,2026-06-12 11:39,Dispatched
DS000700,LD000709,Mara Fuels,30942,12/06/2026 23:14,Dispatched
DS000701,LD000710,Crescent Oil Ltd,22358,2026-06-12 18:44,Dispatched
DS000702,LD000711,Baraka Downstream,25449,2026-06-12 19:04,Dispatched
DS000703,LD000712,Uhuru Energy Partners,30181,12/06/2026 20:27,Dispatched
DS000704,LD000713,Pioneer Fuels Kenya,21035,2026-06-12 21:20,Dispatched
DS000705,LD000714,Pioneer Fuels Kenya,28367,2026-06-12 20:55,Dispatched
DS000706,LD000715,Zenith Petroleum,23628,12/06/2026 12:02,Dispatched
DS000707,LD000716,Baraka Downstream,27850,2026-06-12 22:39,Dispatched
DS000708,LD000717,Lakeview Energy,28087,12/06/2026 12:28,Dispatched
DS000709,LD000718,Mara Fuels,20596,12/06/2026 16:26,Dispatched
DS000710,LD000719,Highland Energy Co,22458,12/06/2026 17:48,Dispatched
DS000711,LD000720,Rift Valley Fuels Ltd,24699,12/06/2026 11:11,Dispatched
DS000712,LD000721,Equator Fuels,21877,2026-06-12 06:51,Dispatched
DS000713,LD000722,Summit Downstream Ltd,29557,2026-06-12 06:29,Dispatched
DS000714,LD000723,Summit Downstream Ltd,21300,12/06/2026 07:09,Dispatched
DS000715,LD000724,Crescent Oil Ltd,28540,2026-06-12 21:48,Dispatched
DS000716,LD000725,Nyanza Petroleum Co,23868,2026-06-12 06:43,Dispatched
DS000717,LD000726,Zenith Petroleum,31377,12/06/2026 10:50,Dispatched
DS000718,LD000727,Savannah Petroleum,27972,12/06/2026 22:13,Dispatched
DS000719,LD000728,Baraka Downstream,28583,2026-06-12 14:34,Dispatched
DS000720,LD000729,Crescent Oil Ltd,35871,2026-06-12 19:43,Dispatched
DS000721,LD000730,Coastline Energy Ltd,32430,12/06/2026 12:26,Dispatched
DS000722,LD000731,Highland Energy Co,24870,2026-06-12 12:24,Dispatched
DS000723,LD000732,Baraka Downstream,31843,12/06/2026 23:45,Dispatched
DS000724,LD000733,Horizon Oil Marketers,33538,13/06/2026 00:18,Dispatched
DS000725,LD000734,Coastline Energy Ltd,25696,12/06/2026 19:55,Dispatched
DS000726,LD000735,Baraka Downstream,20630,2026-06-12 11:41,Dispatched
DS000727,LD000736,Nyanza Petroleum Co,30869,2026-06-12 15:10,Dispatched
DS000728,LD000737,Amani Petroleum,20628,12/06/2026 22:08,Dispatched
DS000729,LD000738,Delta Oil Marketers,21500,2026-06-12 18:42,Dispatched
DS000730,LD000739,Aberdare Oil Traders,27879,2026-06-12 07:28,Dispatched
DS000731,LD000740,Kilele Fuels,28876,12/06/2026 08:15,Dispatched
DS000732,LD000741,Summit Downstream Ltd,29713,2026-06-12 14:14,Dispatched
DS000733,LD000742,Pioneer Fuels Kenya,35803,12/06/2026 19:25,Dispatched
DS000734,LD000743,Savannah Petroleum,33122,2026-06-12 21:27,Dispatched
DS000735,LD000744,Summit Downstream Ltd,23063,2026-06-12 08:44,Dispatched
DS000736,LD000745,Coastline Energy Ltd,33668,12/06/2026 20:04,Dispatched
DS000737,LD000746,Amani Petroleum,30136,12/06/2026 07:45,Dispatched
DS000738,LD000747,Tsavo Energy Group,20374,2026-06-12 21:58,Dispatched
DS000739,LD000748,Rift Valley Fuels Ltd,28971,2026-06-12 17:51,Dispatched
DS000740,LD000749,Mara Fuels,24836,2026-06-12 08:05,Dispatched
DS000741,LD000750,Zenith Petroleum,23352,12/06/2026 21:23,Dispatched
DS000742,LD000751,Tsavo Energy Group,20063,12/06/2026 19:34,Dispatched
DS000743,LD000752,Savannah Petroleum,20008,13/06/2026 10:33,Dispatched
DS000744,LD000753,Baraka Downstream,25458,2026-06-13 09:59,Dispatched
DS000745,LD000754,Rift Valley Fuels Ltd,31323,2026-06-13 22:17,Dispatched
DS000746,LD000755,Uhuru Energy Partners,26353,13/06/2026 21:06,Dispatched
DS000747,LD000756,Highland Energy Co,20281,13/06/2026 14:16,Dispatched
DS000748,LD000757,Baraka Downstream,28688,13/06/2026 17:19,Dispatched
DS000749,LD000758,Uhuru Energy Partners,20025,13/06/2026 08:33,Dispatched
DS000750,LD000759,Savannah Petroleum,31513,13/06/2026 17:48,Dispatched
DS000751,LD000760,Uhuru Energy Partners,22212,2026-06-13 09:29,Dispatched
DS000752,LD000761,Amani Petroleum,30721,2026-06-13 14:23,Dispatched
DS000753,LD000762,Delta Oil Marketers,24719,2026-06-14 00:05,Dispatched
DS000754,LD000763,Amani Petroleum,24226,13/06/2026 17:34,Dispatched
DS000755,LD000764,Delta Oil Marketers,30154,2026-06-13 21:07,Dispatched
DS000756,LD000765,Rift Valley Fuels Ltd,29713,13/06/2026 06:54,Dispatched
DS000757,LD000766,Savannah Petroleum,34277,13/06/2026 19:38,Dispatched
DS000758,LD000767,Lakeview Energy,27147,13/06/2026 16:03,Dispatched
DS000759,LD000768,Summit Downstream Ltd,30826,2026-06-13 16:26,Dispatched
DS000760,LD000769,Delta Oil Marketers,31580,13/06/2026 18:07,Dispatched
DS000761,LD000770,Highland Energy Co,22282,13/06/2026 22:52,Dispatched
DS000762,LD000771,Mara Fuels,24318,2026-06-13 16:31,Dispatched
DS000763,LD000772,Baraka Downstream,30159,2026-06-13 18:26,Dispatched
DS000764,LD000773,Crescent Oil Ltd,31828,13/06/2026 11:17,Dispatched
DS000765,LD000775,Amani Petroleum,31298,2026-06-13 16:08,Dispatched
DS000766,LD000776,Amani Petroleum,24976,13/06/2026 09:07,Dispatched
DS000767,LD000777,Amani Petroleum,25790,2026-06-13 22:58,Dispatched
DS000768,LD000778,Baraka Downstream,32734,2026-06-13 23:29,Dispatched
DS000769,LD000779,Rift Valley Fuels Ltd,34496,2026-06-13 23:09,Dispatched
DS000770,LD000780,Amani Petroleum,26069,2026-06-13 08:39,Dispatched
DS000771,LD000781,Equator Fuels,31477,13/06/2026 15:39,Dispatched
DS000772,LD000782,Horizon Oil Marketers,30594,2026-06-13 22:11,Dispatched
DS000773,LD000783,Horizon Oil Marketers,32055,13/06/2026 23:04,Dispatched
DS000774,LD000784,Nyanza Petroleum Co,21805,2026-06-13 17:12,Dispatched
DS000775,LD000785,Rift Valley Fuels Ltd,30192,2026-06-13 08:53,Dispatched
DS000776,LD000786,Summit Downstream Ltd,28138,13/06/2026 10:14,Dispatched
DS000777,LD000787,Equator Fuels,30225,13/06/2026 15:12,Dispatched
DS000778,LD000788,Baraka Downstream,26803,2026-06-13 22:09,Dispatched
DS000779,LD000789,Kilele Fuels,25914,13/06/2026 15:16,Dispatched
DS000780,LD000790,Mara Fuels,32806,13/06/2026 19:24,Dispatched
DS000781,LD000791,Zenith Petroleum,20543,2026-06-13 22:33,Dispatched
DS000782,LD000792,Horizon Oil Marketers,27449,2026-06-13 11:51,Dispatched
DS000783,LD000793,Coastline Energy Ltd,21264,2026-06-13 08:38,Dispatched
DS000784,LD000794,Tsavo Energy Group,28383,2026-06-13 13:13,Dispatched
DS000785,LD000795,Uhuru Energy Partners,33442,13/06/2026 21:10,Dispatched
DS000786,LD000796,Pioneer Fuels Kenya,20239,2026-06-13 08:21,Dispatched
DS000787,LD000797,Kilele Fuels,26460,2026-06-13 09:46,Dispatched
DS000788,LD000798,Delta Oil Marketers,29525,13/06/2026 19:52,Dispatched
DS000789,LD000799,Baraka Downstream,27538,13/06/2026 08:48,Dispatched
DS000790,LD000800,Equator Fuels,24990,2026-06-13 20:45,Dispatched
DS000791,LD000801,Zenith Petroleum,32336,13/06/2026 19:49,Dispatched
DS000792,LD000802,Zenith Petroleum,24132,2026-06-13 17:03,Dispatched
DS000793,LD000803,Rift Valley Fuels Ltd,24793,2026-06-13 16:00,Dispatched
DS000794,LD000804,Summit Downstream Ltd,25839,13/06/2026 18:24,Dispatched
DS000795,LD000805,Summit Downstream Ltd,30266,2026-06-14 14:32,Dispatched
DS000796,LD000806,Rift Valley Fuels Ltd,32602,2026-06-14 11:50,Dispatched
DS000797,LD000807,Baraka Downstream,26450,14/06/2026 10:40,Dispatched
DS000798,LD000808,Uhuru Energy Partners,31968,14/06/2026 20:57,Dispatched
DS000799,LD000809,Rift Valley Fuels Ltd,20856,2026-06-14 20:24,Dispatched
DS000800,LD000810,Zenith Petroleum,35556,15/06/2026 01:35,Dispatched
DS000801,LD000811,Lakeview Energy,25813,14/06/2026 21:27,Dispatched
DS000802,LD000812,Crescent Oil Ltd,29981,2026-06-15 00:22,Dispatched
DS000803,LD000813,Rift Valley Fuels Ltd,29168,2026-06-14 18:30,Dispatched
DS000804,LD000814,Tsavo Energy Group,26293,2026-06-14 15:47,Dispatched
DS000805,LD000815,Tsavo Energy Group,25464,14/06/2026 21:52,Dispatched
DS000806,LD000816,Amani Petroleum,34128,14/06/2026 09:03,Dispatched
DS000807,LD000817,Aberdare Oil Traders,21042,2026-06-14 15:26,Dispatched
DS000808,LD000818,Tsavo Energy Group,35149,14/06/2026 19:31,Dispatched
DS000809,LD000819,Savannah Petroleum,23946,2026-06-14 23:33,Dispatched
DS000810,LD000820,Summit Downstream Ltd,24374,14/06/2026 21:47,Dispatched
DS000811,LD000821,Aberdare Oil Traders,28596,14/06/2026 17:42,Dispatched
DS000812,LD000822,Delta Oil Marketers,33700,14/06/2026 22:15,Dispatched
DS000813,LD000823,Aberdare Oil Traders,34329,2026-06-14 20:27,Dispatched
DS000814,LD000824,Mara Fuels,30459,14/06/2026 20:45,Dispatched
DS000815,LD000825,Uhuru Energy Partners,30091,2026-06-14 18:02,Dispatched
DS000816,LD000826,Pioneer Fuels Kenya,28425,14/06/2026 10:43,Dispatched
DS000817,LD000827,Mara Fuels,27200,2026-06-14 14:23,Dispatched
DS000818,LD000828,Uhuru Energy Partners,35447,14/06/2026 08:43,Dispatched
DS000819,LD000829,Equator Fuels,32888,14/06/2026 17:13,Dispatched
DS000820,LD000830,Horizon Oil Marketers,32119,2026-06-14 12:45,Dispatched
DS000821,LD000831,Horizon Oil Marketers,27766,2026-06-14 13:46,Dispatched
DS000822,LD000832,Kilele Fuels,30604,2026-06-14 09:07,Dispatched
DS000823,LD000833,Savannah Petroleum,29042,2026-06-14 09:58,Dispatched
DS000824,LD000834,Kilele Fuels,20154,2026-06-14 13:46,Dispatched
DS000825,LD000835,Baraka Downstream,32881,2026-06-14 22:36,Dispatched
DS000826,LD000836,Savannah Petroleum,28078,14/06/2026 14:46,Dispatched
DS000827,LD000837,Delta Oil Marketers,24081,14/06/2026 06:31,Dispatched
DS000828,LD000838,Mara Fuels,20038,14/06/2026 14:09,Dispatched
DS000829,LD000839,Lakeview Energy,22540,14/06/2026 19:14,Dispatched
DS000830,LD000840,Zenith Petroleum,28200,2026-06-15 00:51,Dispatched
DS000831,LD000841,Highland Energy Co,30281,2026-06-14 09:08,Dispatched
DS000832,LD000842,Equator Fuels,30077,14/06/2026 17:08,Dispatched
DS000833,LD000843,Horizon Oil Marketers,26159,2026-06-14 20:08,Dispatched
DS000834,LD000844,Equator Fuels,34243,14/06/2026 20:45,Dispatched
DS000835,LD000845,Highland Energy Co,35620,14/06/2026 10:45,Dispatched
DS000836,LD000846,Mara Fuels,23647,2026-06-14 05:38,Dispatched
DS000837,LD000847,Amani Petroleum,22410,14/06/2026 13:17,Dispatched
DS000838,LD000848,Lakeview Energy,31627,2026-06-14 14:58,Dispatched
DS000839,LD000849,Baraka Downstream,26835,2026-06-14 07:48,Dispatched
DS000840,LD000850,Crescent Oil Ltd,34433,14/06/2026 09:19,Dispatched
DS000841,LD000851,Equator Fuels,34196,2026-06-14 14:21,Dispatched
DS000842,LD000852,Mara Fuels,28091,2026-06-14 23:48,Dispatched
DS000843,LD000853,Horizon Oil Marketers,29648,2026-06-14 17:53,Dispatched
DS000844,LD000854,Kilele Fuels,23304,2026-06-15 00:31,Dispatched
DS000845,LD000855,Tsavo Energy Group,21247,14/06/2026 20:38,Dispatched
DS000846,LD000856,Pioneer Fuels Kenya,32915,14/06/2026 08:36,Dispatched
DS000847,LD000857,Aberdare Oil Traders,25252,14/06/2026 12:20,Dispatched
DS000848,LD000858,Tsavo Energy Group,22444,2026-06-14 07:38,Dispatched
DS000849,LD000859,Nyanza Petroleum Co,28605,2026-06-14 06:23,Dispatched
DS000850,LD000860,Nyanza Petroleum Co,21951,14/06/2026 23:33,Dispatched
DS000851,LD000861,Baraka Downstream,20037,2026-06-14 13:01,Dispatched
DS000852,LD000862,Zenith Petroleum,23225,2026-06-15 07:26,Dispatched
DS000853,LD000863,Horizon Oil Marketers,20164,2026-06-15 21:56,Dispatched
DS000854,LD000864,Horizon Oil Marketers,31718,15/06/2026 23:21,Dispatched
DS000855,LD000865,Horizon Oil Marketers,26761,2026-06-15 16:06,Dispatched
DS000856,LD000866,Nyanza Petroleum Co,33040,2026-06-15 18:52,Dispatched
DS000857,LD000867,Crescent Oil Ltd,24338,2026-06-15 11:00,Dispatched
DS000858,LD000868,Zenith Petroleum,32116,15/06/2026 14:23,Dispatched
DS000859,LD000869,Baraka Downstream,22355,15/06/2026 07:20,Dispatched
DS000860,LD000870,Coastline Energy Ltd,20368,2026-06-15 17:48,Dispatched
DS000861,LD000871,Equator Fuels,28352,16/06/2026 00:02,Dispatched
DS000862,LD000872,Nyanza Petroleum Co,25654,2026-06-15 21:06,Dispatched
DS000863,LD000873,Savannah Petroleum,30066,15/06/2026 08:03,Dispatched
DS000864,LD000874,Horizon Oil Marketers,31346,2026-06-15 23:48,Dispatched
DS000865,LD000875,Baraka Downstream,35615,2026-06-15 19:55,Dispatched
DS000866,LD000876,Kilele Fuels,21640,15/06/2026 16:05,Dispatched
DS000867,LD000877,Summit Downstream Ltd,22008,15/06/2026 11:12,Dispatched
DS000868,LD000878,Lakeview Energy,20792,15/06/2026 07:51,Dispatched
DS000869,LD000879,Crescent Oil Ltd,21686,15/06/2026 14:33,Dispatched
DS000870,LD000880,Savannah Petroleum,27142,15/06/2026 16:33,Dispatched
DS000871,LD000881,Crescent Oil Ltd,24967,2026-06-15 18:30,Dispatched
DS000872,LD000882,Mara Fuels,34616,15/06/2026 11:45,Dispatched
DS000873,LD000883,Zenith Petroleum,32523,2026-06-15 14:19,Dispatched
DS000874,LD000884,Kilele Fuels,33339,2026-06-15 19:01,Dispatched
DS000875,LD000885,Coastline Energy Ltd,28828,2026-06-15 23:49,Dispatched
DS000876,LD000886,Lakeview Energy,28648,15/06/2026 21:07,Dispatched
DS000877,LD000887,Baraka Downstream,24982,15/06/2026 15:38,Dispatched
DS000878,LD000888,Baraka Downstream,33021,16/06/2026 00:39,Dispatched
DS000879,LD000889,Nyanza Petroleum Co,25127,15/06/2026 09:18,Dispatched
DS000880,LD000890,Mara Fuels,24961,15/06/2026 16:37,Cancelled
DS000881,LD000891,Coastline Energy Ltd,33508,2026-06-15 10:42,Dispatched
DS000882,LD000892,Savannah Petroleum,22677,2026-06-15 17:36,Dispatched
DS000883,LD000893,Highland Energy Co,20222,2026-06-15 11:43,Dispatched
DS000884,LD000894,Mara Fuels,34989,2026-06-15 09:08,Dispatched
DS000885,LD000895,Savannah Petroleum,34241,2026-06-16 01:32,Dispatched
DS000886,LD000896,Coastline Energy Ltd,21267,15/06/2026 12:35,Dispatched
DS000887,LD000897,Mara Fuels,30682,15/06/2026 21:38,Dispatched
DS000888,LD000898,Coastline Energy Ltd,35511,2026-06-15 15:29,Dispatched
DS000889,LD000899,Horizon Oil Marketers,31929,15/06/2026 20:54,Dispatched
DS000890,LD000900,Nyanza Petroleum Co,29631,2026-06-15 20:02,Dispatched
DS000891,LD000901,Amani Petroleum,24336,2026-06-15 12:08,Dispatched
DS000892,LD000902,Kilele Fuels,35480,2026-06-16 00:56,Dispatched
DS000893,LD000903,Crescent Oil Ltd,26447,2026-06-15 18:06,Dispatched
DS000894,LD000904,Summit Downstream Ltd,25357,15/06/2026 18:59,Dispatched
DS000895,LD000905,Highland Energy Co,24257,15/06/2026 21:49,Dispatched
DS000896,LD000906,Uhuru Energy Partners,24602,2026-06-15 15:12,Dispatched
DS000897,LD000907,Amani Petroleum,35575,15/06/2026 16:07,Dispatched
DS000898,LD000908,Aberdare Oil Traders,21500,2026-06-15 19:42,Dispatched
DS000899,LD000909,Highland Energy Co,30012,2026-06-15 18:44,Dispatched
DS000900,LD000910,Rift Valley Fuels Ltd,29600,2026-06-15 20:42,Dispatched
DS000901,LD000911,Coastline Energy Ltd,24366,15/06/2026 21:01,Dispatched
DS000902,LD000912,Lakeview Energy,29304,2026-06-15 15:02,Dispatched
DS000903,LD000913,Delta Oil Marketers,30823,15/06/2026 15:34,Dispatched
DS000904,LD000914,Aberdare Oil Traders,28655,15/06/2026 08:50,Dispatched
DS000905,LD000915,Tsavo Energy Group,23355,15/06/2026 09:52,Dispatched
DS000906,LD000916,Lakeview Energy,23359,2026-06-15 15:15,Dispatched
DS000907,LD000917,Mara Fuels,27945,2026-06-15 13:23,Dispatched
DS000908,LD000918,Highland Energy Co,21276,15/06/2026 18:23,Dispatched
DS000909,LD000919,Delta Oil Marketers,33628,15/06/2026 15:04,Dispatched
DS000910,LD000920,Equator Fuels,29482,15/06/2026 14:20,Dispatched
DS000911,LD000921,Baraka Downstream,30236,2026-06-15 09:58,Dispatched
DS000912,LD000922,Kilele Fuels,23140,2026-06-15 11:11,Dispatched
DS000913,LD000923,Horizon Oil Marketers,31745,15/06/2026 16:12,Dispatched
DS000914,LD000924,Equator Fuels,24361,2026-06-15 15:24,Dispatched
DS000915,LD000925,Uhuru Energy Partners,20984,15/06/2026 22:05,Dispatched
DS000916,LD000926,Lakeview Energy,30685,15/06/2026 14:49,Dispatched
DS000917,LD000927,Equator Fuels,35191,15/06/2026 12:39,Dispatched
DS000918,LD000928,Zenith Petroleum,23124,16/06/2026 15:48,Dispatched
DS000919,LD000929,Equator Fuels,31832,2026-06-16 07:15,Dispatched
DS000920,LD000930,Equator Fuels,25896,2026-06-16 11:36,Dispatched
DS000921,LD000931,Horizon Oil Marketers,29493,2026-06-16 12:32,Dispatched
DS000922,LD000932,Horizon Oil Marketers,34508,16/06/2026 13:32,Dispatched
DS000923,LD000933,Zenith Petroleum,32733,2026-06-16 10:57,Dispatched
DS000924,LD000934,Coastline Energy Ltd,31293,2026-06-16 09:51,Dispatched
DS000925,LD000935,Uhuru Energy Partners,27284,2026-06-16 20:28,Dispatched
DS000926,LD000936,Horizon Oil Marketers,27145,2026-06-16 21:38,Dispatched
DS000927,LD000937,Pioneer Fuels Kenya,24727,2026-06-16 18:20,Dispatched
DS000928,LD000938,Equator Fuels,34810,16/06/2026 13:22,Dispatched
DS000929,LD000939,Pioneer Fuels Kenya,32137,2026-06-16 21:40,Dispatched
DS000930,LD000940,Amani Petroleum,22515,2026-06-16 18:33,Dispatched
DS000931,LD000941,Nyanza Petroleum Co,32485,16/06/2026 22:00,Dispatched
DS000932,LD000942,Rift Valley Fuels Ltd,30671,16/06/2026 09:32,Dispatched
DS000933,LD000943,Lakeview Energy,32948,2026-06-16 11:47,Dispatched
DS000934,LD000944,Amani Petroleum,28892,2026-06-16 21:58,Dispatched
DS000935,LD000946,Coastline Energy Ltd,23552,16/06/2026 11:52,Dispatched
DS000936,LD000947,Horizon Oil Marketers,32631,16/06/2026 18:38,Dispatched
DS000937,LD000948,Savannah Petroleum,23713,16/06/2026 11:18,Dispatched
DS000938,LD000950,Mara Fuels,28291,16/06/2026 06:54,Dispatched
DS000939,LD000951,Nyanza Petroleum Co,33530,16/06/2026 08:07,Dispatched
DS000940,LD000952,Coastline Energy Ltd,29836,2026-06-16 10:24,Dispatched
DS000941,LD000953,Amani Petroleum,30678,2026-06-16 20:42,Dispatched
DS000942,LD000954,Pioneer Fuels Kenya,21869,16/06/2026 16:24,Dispatched
DS000943,LD000955,Delta Oil Marketers,19986,16/06/2026 12:17,Dispatched
DS000944,LD000956,Uhuru Energy Partners,22600,16/06/2026 16:40,Dispatched
DS000945,LD000957,Pioneer Fuels Kenya,20311,2026-06-16 08:49,Dispatched
DS000946,LD000958,Mara Fuels,25627,16/06/2026 11:34,Dispatched
DS000947,LD000959,Lakeview Energy,23595,2026-06-16 17:34,Dispatched
DS000948,LD000960,Equator Fuels,20880,16/06/2026 23:52,Dispatched
DS000949,LD000961,Rift Valley Fuels Ltd,23777,17/06/2026 00:34,Dispatched
DS000950,LD000962,Highland Energy Co,28814,2026-06-16 20:39,Dispatched
DS000951,LD000963,Baraka Downstream,28699,2026-06-16 17:30,Dispatched
DS000952,LD000964,Lakeview Energy,27942,16/06/2026 20:26,Dispatched
DS000953,LD000965,Crescent Oil Ltd,34089,2026-06-16 12:20,Dispatched
DS000954,LD000966,Coastline Energy Ltd,29812,2026-06-16 13:59,Dispatched
DS000955,LD000967,Tsavo Energy Group,25275,2026-06-16 07:44,Dispatched
DS000956,LD000968,Savannah Petroleum,26237,2026-06-16 13:28,Dispatched
DS000957,LD000969,Crescent Oil Ltd,32485,16/06/2026 08:08,Dispatched
DS000958,LD000970,Baraka Downstream,33746,2026-06-16 10:03,Dispatched
DS000959,LD000971,Delta Oil Marketers,26534,16/06/2026 23:48,Dispatched
DS000960,LD000972,Pioneer Fuels Kenya,34120,16/06/2026 18:12,Dispatched
DS000961,LD000973,Horizon Oil Marketers,31289,2026-06-16 11:57,Dispatched
DS000962,LD000974,Highland Energy Co,23355,16/06/2026 07:36,Dispatched
DS000963,LD000975,Baraka Downstream,24579,2026-06-16 12:54,Dispatched
DS000964,LD000976,Savannah Petroleum,26405,2026-06-16 09:03,Dispatched
DS000965,LD000977,Zenith Petroleum,20098,2026-06-16 19:23,Dispatched
DS000966,LD000978,Summit Downstream Ltd,20694,2026-06-16 18:50,Dispatched
DS000967,LD000979,Equator Fuels,22774,16/06/2026 14:22,Dispatched
DS000968,LD000980,Savannah Petroleum,35727,16/06/2026 21:05,Dispatched
DS000969,LD000981,Uhuru Energy Partners,26875,16/06/2026 16:55,Dispatched
DS000970,LD000982,Zenith Petroleum,23637,2026-06-16 22:04,Dispatched
DS000971,LD000983,Savannah Petroleum,26027,16/06/2026 08:03,Dispatched
DS000972,LD000984,Summit Downstream Ltd,31597,2026-06-16 11:46,Dispatched
DS000973,LD000985,Baraka Downstream,31148,16/06/2026 13:16,Dispatched
DS000974,LD000986,Tsavo Energy Group,27595,16/06/2026 11:52,Dispatched
DS000975,LD000987,Tsavo Energy Group,32967,16/06/2026 20:45,Dispatched
DS000976,LD000988,Highland Energy Co,32270,16/06/2026 06:47,Dispatched
DS000977,LD000989,Tsavo Energy Group,32747,2026-06-16 13:21,Dispatched
DS000978,LD000990,Pioneer Fuels Kenya,22194,2026-06-16 18:46,Dispatched
DS000979,LD000991,Delta Oil Marketers,29915,16/06/2026 21:50,Dispatched
DS000980,LD000992,Delta Oil Marketers,31874,17/06/2026 14:23,Dispatched
DS000981,LD000993,Equator Fuels,32191,2026-06-17 15:29,Dispatched
DS000982,LD000994,Crescent Oil Ltd,29219,2026-06-17 15:40,Dispatched
DS000983,LD000995,Mara Fuels,22535,2026-06-17 21:27,Dispatched
DS000984,LD000996,Horizon Oil Marketers,23257,2026-06-17 15:59,Dispatched
DS000985,LD000997,Crescent Oil Ltd,23907,17/06/2026 18:49,Dispatched
DS000986,LD000998,Summit Downstream Ltd,28248,2026-06-17 18:39,Dispatched
DS000987,LD000999,Mara Fuels,21161,2026-06-18 00:14,Cancelled
DS000988,LD001000,Aberdare Oil Traders,30754,2026-06-17 19:17,Dispatched
DS000989,LD001001,Zenith Petroleum,24307,2026-06-17 16:29,Dispatched
DS000990,LD001002,Tsavo Energy Group,30272,2026-06-17 20:31,Dispatched
DS000991,LD001003,Nyanza Petroleum Co,31087,17/06/2026 10:27,Dispatched
DS000992,LD001004,Delta Oil Marketers,30535,17/06/2026 20:47,Dispatched
DS000993,LD001005,Zenith Petroleum,32239,17/06/2026 09:58,Dispatched
DS000994,LD001006,Aberdare Oil Traders,26879,17/06/2026 23:26,Dispatched
DS000995,LD001007,Lakeview Energy,24176,17/06/2026 11:30,Dispatched
DS000996,LD001008,Zenith Petroleum,28915,17/06/2026 09:08,Dispatched
