invoice_id,dispatch_id,customer,product,volume_invoiced_litres,unit_price_kes,amount_kes,invoice_date,currency
INV000677,DS000696,Pioneer Fuels Kenya,PMS,32483,165.06,"5,361,738.83",12/06/2026 23:28,KES
INV000678,DS000697,Pioneer Fuels Kenya,AGO,33715,157.64,5314788.52,2026-06-13 13:15,KES
INV000679,DS000698,Savannah Petroleum,AGO,26968,156.05,4208323.04,14/06/2026 22:55,KES
INV000680,DS000699,Nyanza Petroleum Co,PMS,29522,166.68,4920770.13,15/06/2026 14:39,KES
INV000681,DS000700,Mara Fuels,PMS,30942,165.92,5133965.09,15/06/2026 07:14,KES
INV000682,DS000701,Crescent Oil Ltd,PMS,22358,166.98,3733417.62,2026-06-13 18:44,KES
INV000683,DS000702,Baraka Downstream,PMS,25449,166.76,4243882.86,2026-06-12 20:04,KES
INV000684,DS000703,Uhuru Energy Partners,PMS,30181,166.92,5037700.75,20/06/2026 04:27,KES
INV000685,DS000704,Pioneer Fuels Kenya,AGO,21035,154.44,3248685.66,2026-06-13 02:20,KES
INV000686,DS000705,Pioneer Fuels Kenya,PMS,28367,168.54,4780860.39,15/06/2026 04:55,KES
INV000687,DS000706,Zenith Petroleum,PMS,23628,167.76,3963802.67,12/06/2026 19:02,KES
INV000688,DS000707,Baraka Downstream,IK,27850,137.89,3840247.75,2026-06-16 02:39,KES
INV000689,DS000708,Lakeview Energy,AGO,28087,154.11,4328457.89,14/06/2026 16:28,KES
INV000690,DS000709,Mara Fuels,AGO,20596,155.44,3201480.90,2026-06-13 18:26,KES
INV000691,DS000710,Highland Energy Co,AGO,22458,156.69,3519007.00,2026-06-13 18:48,KES
INV000692,DS000711,Rift Valley Fuels Ltd,AGO,24699,157.61,3892825.04,2026-06-12 14:11,KES
INV000693,DS000712,Equator Fuels,PMS,21877,,3661979.82,14/06/2026 11:51,KES
INV000694,DS000713,Summit Downstream Ltd,AGO,29557,152.33,4502395.72,13/06/2026 12:29,KES
INV000695,DS000714,Summit Downstream Ltd,AGO,21300,157.67,3358446.61,13/06/2026 13:09,KES
INV000696,DS000715,Crescent Oil Ltd,IK,28540,142.70,4072729.86,2026-06-12 22:48,KES
INV000697,DS000716,Nyanza Petroleum Co,AGO,23868,156.50,3735404.61,14/06/2026 13:43,KES
INV000698,DS000717,Zenith Petroleum,PMS,31377,166.08,5210970.15,2026-06-13 15:50,KES
INV000699,DS000718,Savannah Petroleum,PMS,27972,164.98,4614904.89,15/06/2026 06:13,KES
INV000700,DS000719,Baraka Downstream,IK,28583,141.10,4033048.08,14/06/2026 19:34,KES
INV000701,DS000720,Crescent Oil Ltd,PMS,35871,167.44,6006106.32,14/06/2026 21:43,KES
INV000702,DS000721,Coastline Energy Ltd,PMS,32430,162.56,"5,271,767.03",12/06/2026 13:26,KES
INV000703,DS000722,Highland Energy Co,PMS,24870,163.91,4076370.13,2026-06-14 20:24,KES
INV000704,DS000723,Baraka Downstream,AGO,31843,,4930906.29,2026-06-13 23:45,KES
INV000705,DS000724,Horizon Oil Marketers,PMS,33538,162.46,5448471.53,2026-06-13 08:18,KES
INV000706,DS000725,Coastline Energy Ltd,AGO,25696,155.87,4005196.01,14/06/2026 21:55,KES
INV000707,DS000726,Baraka Downstream,PMS,20630,168.44,"3,474,950.43",13/06/2026 14:41,KES
INV000708,DS000727,Nyanza Petroleum Co,AGO,30869,153.70,4744487.60,12/06/2026 18:10,KES
INV000709,DS000728,Amani Petroleum,AGO,20628,156.91,3236711.84,2026-06-15 06:08,KES
INV000710,DS000729,Delta Oil Marketers,PMS,21500,168.49,3622437.76,13/06/2026 00:42,KES
INV000711,DS000730,Aberdare Oil Traders,PMS,27879,162.27,4523985.33,2026-06-19 15:28,KES
INV000712,DS000731,Kilele Fuels,AGO,28876,157.19,4538958.44,2026-06-12 11:15,KES
INV000713,DS000732,Summit Downstream Ltd,AGO,29713,152.69,4536837.33,12/06/2026 20:14,KES
INV000714,DS000733,Pioneer Fuels Kenya,AGO,35803,154.92,5546531.10,15/06/2026 00:25,KES
INV000715,DS000734,Savannah Petroleum,AGO,33122,153.25,5076045.24,2026-06-13 21:27,KES
INV000716,DS000735,Summit Downstream Ltd,IK,23063,140.29,3235437.96,2026-06-13 15:44,KES
INV000717,DS000736,Coastline Energy Ltd,PMS,33668,164.44,5536466.74,13/06/2026 04:04,KES
INV000718,DS000737,Amani Petroleum,PMS,30136,168.31,5072270.15,13/06/2026 12:45,KES
INV000719,DS000738,Tsavo Energy Group,PMS,20374,164.10,3343290.62,2026-06-16 04:58,KES
INV000720,DS000739,Rift Valley Fuels Ltd,PMS,28971,167.32,4847541.76,15/06/2026 01:51,KES
INV000721,DS000739,Rift Valley Fuels Ltd,PMS,28971,167.32,4847541.76,15/06/2026 02:51,KES
INV000722,DS000740,Mara Fuels,AGO,24836,155.64,3865457.46,14/06/2026 16:05,KES
INV000723,DS000741,Zenith Petroleum,PMS,23352,167.23,3905208.60,2026-06-13 03:23,KES
INV000724,DS000742,Tsavo Energy Group,PMS,20063,162.96,3269540.48,12/06/2026 19:34,KES
INV000725,DS000743,Savannah Petroleum,PMS,20008,168.70,3375367.72,2026-06-14 11:33,KES
INV000726,DS000744,Baraka Downstream,AGO,25458,156.11,3974126.03,2026-06-13 11:59,KES
INV000727,DS000745,Rift Valley Fuels Ltd,AGO,31323,157.68,4938863.16,2026-06-14 06:17,KES
INV000728,DS000746,Uhuru Energy Partners,AGO,26353,,4042129.06,2026-06-14 22:06,KES
INV000729,DS000747,Highland Energy Co,AGO,20281,154.78,3139110.22,13/06/2026 22:16,KES
INV000730,DS000748,Baraka Downstream,PMS,28688,162.71,4667859.33,13/06/2026 23:19,KES
INV000731,DS000749,Uhuru Energy Partners,IK,20025,139.48,"2,793,089.49",14/06/2026 14:33,KES
INV000732,DS000750,Savannah Petroleum,IK,31513,137.82,4343005.88,15/06/2026 22:48,KES
INV000733,DS000751,Uhuru Energy Partners,AGO,22212,154.85,3439484.85,14/06/2026 14:29,KES
INV000734,DS000752,Amani Petroleum,PMS,30721,165.80,5093437.01,2026-06-13 19:23,KES
INV000735,DS000753,Delta Oil Marketers,PMS,24719,167.67,4144622.49,14/06/2026 05:05,KES
INV000736,DS000754,Amani Petroleum,AGO,24226,155.55,"3,768,442.83",2026-06-14 22:34,KES
INV000737,DS000755,Delta Oil Marketers,AGO,30154,153.88,"4,640,113.62",13/06/2026 21:07,KES
INV000738,DS000756,Rift Valley Fuels Ltd,IK,29713,140.75,4181997.42,2026-06-14 10:54,KES
INV000739,DS000757,Savannah Petroleum,AGO,34277,152.15,5215281.26,13/06/2026 20:38,KES
INV000740,DS000758,Lakeview Energy,AGO,27147,155.09,4210327.75,2026-06-13 16:03,KES
INV000741,DS000759,Summit Downstream Ltd,PMS,30826,165.45,5100104.23,2026-06-13 20:26,KES
INV000742,DS000760,Delta Oil Marketers,PMS,31580,165.20,5217101.06,14/06/2026 00:07,KES
INV000743,DS000761,Highland Energy Co,AGO,22282,156.00,3475936.93,2026-06-14 01:52,KES
INV000744,DS000762,Mara Fuels,AGO,24318,153.16,3724471.44,2026-06-13 22:31,KES
INV000745,DS000763,Baraka Downstream,AGO,30159,154.31,"4,653,771.65",2026-06-13 23:26,KES
INV000746,DS000764,Crescent Oil Ltd,AGO,31828,157.09,4999725.14,2026-06-13 16:17,KES
INV000747,DS000765,Amani Petroleum,PMS,31298,163.84,5127744.99,2026-06-16 22:08,KES
INV000748,DS000766,Amani Petroleum,AGO,24976,154.94,3869885.53,15/06/2026 12:07,KES
INV000749,DS000767,Amani Petroleum,PMS,25790,168.71,4351126.82,14/06/2026 06:58,KES
INV000750,DS000768,Baraka Downstream,AGO,32734,158.27,5180755.34,16/06/2026 00:29,KES
INV000751,DS000769,Rift Valley Fuels Ltd,AGO,34496,152.99,"5,277,507.69",2026-06-14 06:09,KES
INV000752,DS000770,Amani Petroleum,PMS,26069,166.42,4338346.19,2026-06-14 16:39,KES
INV000753,DS000771,Equator Fuels,AGO,31477,157.44,4955661.87,13/06/2026 21:39,KES
INV000754,DS000772,Horizon Oil Marketers,AGO,30594,154.65,4731274.20,15/06/2026 03:11,KES
INV000755,DS000773,Horizon Oil Marketers,PMS,32055,166.39,5333740.23,15/06/2026 04:04,KES
INV000756,DS000774,Nyanza Petroleum Co,PMS,21805,168.81,3680886.56,13/06/2026 19:12,KES
INV000757,DS000775,Rift Valley Fuels Ltd,AGO,30192,152.48,4603617.49,13/06/2026 12:53,KES
INV000758,DS000776,Summit Downstream Ltd,PMS,28138,168.76,4748675.34,16/06/2026 13:14,KES
INV000759,DS000777,Equator Fuels,AGO,30225,157.38,4756946.10,15/06/2026 21:12,KES
INV000760,DS000778,Baraka Downstream,IK,26803,142.37,3815809.72,15/06/2026 03:09,KES
INV000761,DS000779,Kilele Fuels,PMS,25914,167.27,4334523.66,13/06/2026 20:16,KES
INV000762,DS000780,Mara Fuels,IK,32806,137.48,4510092.63,2026-06-15 00:24,KES
INV000763,DS000781,Zenith Petroleum,PMS,20543,165.60,3401914.63,15/06/2026 05:33,KES
INV000764,DS000782,Horizon Oil Marketers,AGO,27449,152.58,4188094.72,14/06/2026 19:51,KES
INV000765,DS000783,Coastline Energy Ltd,AGO,21264,152.96,"3,252,571.56",15/06/2026 10:38,KES
INV000766,DS000784,Tsavo Energy Group,PMS,28383,168.02,4769028.79,2026-06-13 17:13,KES
INV000767,DS000785,Uhuru Energy Partners,PMS,33442,164.70,5507994.11,14/06/2026 22:10,KES
INV000768,DS000786,Pioneer Fuels Kenya,PMS,20239,166.64,3372636.08,2026-06-13 11:21,KES
INV000769,DS000787,Kilele Fuels,PMS,26460,168.23,"4,451,262.40",2026-06-23 10:46,KES
INV000770,DS000788,Delta Oil Marketers,AGO,29525,152.75,4509933.65,15/06/2026 21:52,KES
INV000771,DS000789,Baraka Downstream,AGO,27538,153.26,4220362.59,2026-06-13 16:48,KES
INV000772,DS000790,Equator Fuels,PMS,24990,163.75,4092090.61,2026-06-14 03:45,KES
INV000773,DS000791,Zenith Petroleum,IK,32336,140.65,4548177.64,2026-06-13 22:49,KES
INV000774,DS000792,Zenith Petroleum,AGO,24132,156.30,3771827.43,14/06/2026 00:03,KES
INV000775,DS000793,Rift Valley Fuels Ltd,PMS,24793,166.42,4125969.83,2026-06-20 23:00,KES
INV000776,DS000794,Summit Downstream Ltd,AGO,25839,156.76,4050568.44,16/06/2026 00:24,KES
INV000777,DS000795,Summit Downstream Ltd,AGO,30266,152.19,4606148.01,2026-06-14 18:32,KES
INV000778,DS000796,Rift Valley Fuels Ltd,PMS,32602,164.06,5348594.10,14/06/2026 18:50,KES
INV000779,DS000797,Baraka Downstream,AGO,26450,157.72,4171818.02,15/06/2026 10:40,KES
INV000780,DS000798,Uhuru Energy Partners,AGO,31968,152.26,"4,867,334.79",2026-06-21 23:57,KES
INV000781,DS000799,Rift Valley Fuels Ltd,PMS,20856,164.32,3427160.77,24/06/2026 23:24,KES
INV000782,DS000800,Zenith Petroleum,PMS,35556,163.38,5809265.72,2026-06-17 04:35,KES
INV000783,DS000801,Lakeview Energy,PMS,25813,164.69,4251264.62,2026-06-14 22:27,KES
INV000784,DS000802,Crescent Oil Ltd,AGO,29981,153.47,4601090.56,18/06/2026 08:22,KES
INV000785,DS000803,Rift Valley Fuels Ltd,AGO,29168,157.74,4601078.90,14/06/2026 23:30,KES
INV000786,DS000804,Tsavo Energy Group,PMS,26293,162.27,4266645.81,2026-06-21 22:47,KES
INV000787,DS000805,Tsavo Energy Group,PMS,23587,164.67,3884084.10,17/06/2026 03:52,KES
INV000788,DS000806,Amani Petroleum,PMS,34128,165.02,5631644.08,2026-06-15 09:03,KES
INV000789,DS000807,Aberdare Oil Traders,PMS,21042,166.05,"3,493,923.83",15/06/2026 22:26,KES
INV000790,DS000808,Tsavo Energy Group,AGO,35149,156.45,5499106.97,2026-06-15 21:31,KES
INV000791,DS000809,Savannah Petroleum,PMS,23946,165.11,"3,953,608.59",17/06/2026 04:33,KES
INV000792,DS000810,Summit Downstream Ltd,AGO,24374,156.07,3804125.41,2026-06-15 04:47,KES
INV000793,DS000811,Aberdare Oil Traders,AGO,28596,156.06,4462616.95,17/06/2026 01:42,KES
INV000794,DS000812,Delta Oil Marketers,AGO,33700,153.52,"5,173,630.39",2026-06-16 06:15,KES
INV000795,DS000813,Aberdare Oil Traders,PMS,34329,164.41,5643919.26,2026-06-16 02:27,KES
INV000796,DS000814,Mara Fuels,PMS,30459,166.52,5071960.40,17/06/2026 23:45,KES
INV000797,DS000815,Uhuru Energy Partners,IK,30091,139.85,"4,208,177.92",2026-06-14 21:02,KES
INV000798,DS000816,Pioneer Fuels Kenya,PMS,28425,164.41,4673376.18,2026-06-16 16:43,KES
INV000799,DS000817,Mara Fuels,AGO,27200,156.32,4251778.64,15/06/2026 21:23,KES
INV000800,DS000818,Uhuru Energy Partners,AGO,35447,153.18,5429612.75,2026-06-16 16:43,KES
INV000801,DS000819,Equator Fuels,PMS,32888,168.23,5532707.57,2026-06-15 19:13,KES
INV000802,DS000820,Horizon Oil Marketers,IK,32119,140.87,"4,524,745.25",21/06/2026 14:45,KES
INV000803,DS000821,Horizon Oil Marketers,PMS,27766,165.97,4608274.91,24/06/2026 16:46,KES
INV000804,DS000822,Kilele Fuels,AGO,30604,155.52,4759541.88,14/06/2026 12:07,KES
INV000805,DS000823,Savannah Petroleum,PMS,29042,164.85,4787555.10,2026-06-14 17:58,KES
INV000806,DS000824,Kilele Fuels,IK,20154,141.95,2860906.97,2026-06-15 19:46,KES
INV000807,DS000825,Baraka Downstream,PMS,32881,166.17,5463883.25,2026-06-17 03:36,KES
INV000808,DS000826,Savannah Petroleum,IK,28078,138.25,3881710.32,2026-06-14 14:46,KES
INV000809,DS000827,Delta Oil Marketers,AGO,24081,156.32,"3,764,250.98",2026-06-14 09:31,KES
INV000810,DS000828,Mara Fuels,AGO,18761,154.50,2898519.52,14/06/2026 22:09,KES
INV000811,DS000829,Lakeview Energy,AGO,21979,156.44,3438344.10,2026-06-16 23:14,KES
INV000812,DS000830,Zenith Petroleum,PMS,28200,165.06,4654625.22,2026-06-15 03:51,KES
INV000813,DS000831,Highland Energy Co,AGO,30281,153.14,4637218.68,2026-06-14 11:08,KES
INV000814,DS000832,Equator Fuels,AGO,30077,152.91,4598974.22,2026-06-14 21:08,KES
INV000815,DS000833,Horizon Oil Marketers,PMS,26159,163.53,4277828.25,2026-06-15 00:08,KES
INV000816,DS000833,Horizon Oil Marketers,PMS,26159,163.53,4277828.25,15/06/2026 01:08,KES
INV000817,DS000834,Equator Fuels,AGO,34243,156.07,5344330.30,15/06/2026 00:45,KES
INV000818,DS000835,Highland Energy Co,AGO,35620,157.55,5612073.17,2026-06-24 15:45,KES
INV000819,DS000835,Highland Energy Co,AGO,35620,157.55,5612073.17,24/06/2026 16:45,KES
INV000820,DS000836,Mara Fuels,IK,23647,139.57,3300391.20,14/06/2026 12:38,KES
INV000821,DS000837,Amani Petroleum,PMS,22410,163.08,3654657.47,2026-06-17 18:17,KES
INV000822,DS000838,Lakeview Energy,AGO,31627,155.78,4926711.28,16/06/2026 14:58,KES
INV000823,DS000839,Baraka Downstream,AGO,26835,157.53,"4,227,436.99",21/06/2026 13:48,KES
INV000824,DS000840,Crescent Oil Ltd,AGO,34433,156.18,5377737.78,15/06/2026 14:19,KES
INV000825,DS000841,Equator Fuels,PMS,34196,162.96,"5,572,679.49",14/06/2026 15:21,KES
INV000826,DS000842,Mara Fuels,PMS,28091,163.43,4590776.17,15/06/2026 06:48,KES
INV000827,DS000843,Horizon Oil Marketers,AGO,29648,153.97,4564986.89,2026-06-15 00:53,KES
INV000828,DS000844,Kilele Fuels,AGO,23304,152.20,3546926.03,2026-06-18 03:31,KES
INV000829,DS000845,Tsavo Energy Group,PMS,21247,165.00,3505696.05,15/06/2026 00:38,KES
INV000830,DS000846,Pioneer Fuels Kenya,PMS,32915,163.39,5378049.10,2026-06-15 14:36,KES
INV000831,DS000847,Aberdare Oil Traders,AGO,25252,155.69,3931474.89,2026-06-21 19:20,KES
INV000832,DS000848,Tsavo Energy Group,AGO,22444,152.15,3414871.90,15/06/2026 12:38,KES
INV000833,DS000849,Nyanza Petroleum Co,PMS,28605,167.74,4798070.53,2026-06-15 09:23,KES
INV000834,DS000850,Nyanza Petroleum Co,AGO,21951,154.28,3386518.99,2026-06-15 00:33,KES
INV000835,DS000851,Baraka Downstream,PMS,20037,168.66,"3,379,385.52",2026-06-14 20:01,KES
INV000836,DS000852,Zenith Petroleum,PMS,23225,168.14,3904963.80,15/06/2026 10:26,KES
INV000837,DS000853,Horizon Oil Marketers,AGO,20164,155.74,3140412.95,15/06/2026 22:56,KES
INV000838,DS000854,Horizon Oil Marketers,AGO,31718,152.97,4851910.94,2026-06-17 05:21,KES
INV000839,DS000855,Horizon Oil Marketers,PMS,26761,164.34,4398025.45,2026-06-15 22:06,KES
INV000840,DS000856,Nyanza Petroleum Co,AGO,33040,157.27,5196150.12,15/06/2026 19:52,KES
INV000841,DS000857,Crescent Oil Ltd,AGO,24338,156.15,3800413.39,2026-06-15 17:00,KES
INV000842,DS000858,Zenith Petroleum,AGO,32116,153.29,"4,923,021.14",2026-06-15 20:23,KES
INV000843,DS000859,Baraka Downstream,PMS,22355,165.99,3710783.34,16/06/2026 15:20,KES
INV000844,DS000860,Coastline Energy Ltd,PMS,20368,165.59,3372651.58,15/06/2026 19:48,KES
INV000845,DS000861,Equator Fuels,PMS,28352,167.91,4760518.28,2026-06-16 07:02,KES
INV000846,DS000862,Nyanza Petroleum Co,PMS,25654,163.81,4202456.47,16/06/2026 01:06,KES
INV000847,DS000863,Savannah Petroleum,IK,30066,137.30,4128017.24,2026-06-17 09:03,KES
INV000848,DS000864,Horizon Oil Marketers,AGO,31346,154.43,4840651.61,2026-06-16 03:48,KES
INV000849,DS000866,Kilele Fuels,AGO,21640,158.00,3419040.86,18/06/2026 16:05,KES
INV000850,DS000867,Summit Downstream Ltd,AGO,22008,155.15,3414621.25,2026-06-17 12:12,KES
INV000851,DS000868,Lakeview Energy,AGO,20792,154.67,3215817.94,16/06/2026 12:51,KES
INV000852,DS000869,Crescent Oil Ltd,PMS,21686,168.48,3653734.37,15/06/2026 17:33,KES
INV000853,DS000870,Savannah Petroleum,AGO,27142,154.25,4186556.09,15/06/2026 23:33,KES
INV000854,DS000871,Crescent Oil Ltd,PMS,24967,166.98,4168919.66,18/06/2026 21:30,KES
INV000855,DS000872,Mara Fuels,AGO,34616,152.24,5269919.17,15/06/2026 14:45,KES
INV000856,DS000873,Zenith Petroleum,AGO,32523,,5044390.25,2026-06-16 21:19,KES
INV000857,DS000874,Kilele Fuels,PMS,33339,164.19,5473980.94,2026-06-16 00:01,KES
INV000858,DS000875,Coastline Energy Ltd,AGO,28828,153.78,4433299.49,26/06/2026 06:49,KES
INV000859,DS000876,Lakeview Energy,AGO,28648,154.61,4429255.14,2026-06-16 23:07,KES
INV000860,DS000877,Baraka Downstream,PMS,24982,163.53,4085339.85,15/06/2026 15:38,KES
INV000861,DS000878,Baraka Downstream,PMS,33021,167.87,5543295.10,2026-06-19 00:39,KES
INV000862,DS000879,Nyanza Petroleum Co,PMS,25127,167.99,4221006.50,2026-06-15 10:18,KES
INV000863,DS000881,Coastline Energy Ltd,AGO,33508,155.99,5226765.47,2026-06-15 12:42,KES
INV000864,DS000882,Savannah Petroleum,PMS,22677,168.02,"3,810,145.25",2026-06-15 19:36,KES
INV000865,DS000883,Highland Energy Co,AGO,20222,155.54,3145351.83,15/06/2026 14:43,KES
INV000866,DS000884,Mara Fuels,PMS,34989,162.96,5701928.01,2026-06-17 16:08,KES
INV000867,DS000885,Savannah Petroleum,PMS,34241,162.47,5563056.86,2026-06-16 08:32,KES
INV000868,DS000886,Coastline Energy Ltd,PMS,21267,164.23,3492579.80,2026-06-16 14:35,KES
INV000869,DS000887,Mara Fuels,AGO,30682,157.89,4844270.58,2026-06-16 21:38,KES
INV000870,DS000888,Coastline Energy Ltd,AGO,35511,152.40,"5,411,801.09",2026-06-15 16:29,KES
INV000871,DS000889,Horizon Oil Marketers,AGO,31929,156.98,5012237.08,2026-06-16 22:54,KES
INV000872,DS000890,Nyanza Petroleum Co,PMS,29631,163.23,4836805.67,23/06/2026 01:02,KES
INV000873,DS000891,Amani Petroleum,AGO,24336,157.34,3828939.21,2026-06-15 15:08,KES
INV000874,DS000892,Kilele Fuels,PMS,35480,166.33,"5,901,251.72",2026-06-18 02:56,KES
INV000875,DS000893,Crescent Oil Ltd,PMS,26447,164.07,4339167.58,2026-06-15 21:06,KES
INV000876,DS000894,Summit Downstream Ltd,PMS,25357,168.29,4267397.27,2026-06-15 19:59,KES
INV000877,DS000895,Highland Energy Co,PMS,24257,165.98,4026237.73,2026-06-16 01:49,KES
INV000878,DS000896,Uhuru Energy Partners,AGO,24602,154.39,3798315.34,16/06/2026 17:12,KES
INV000879,DS000897,Amani Petroleum,PMS,35575,166.62,5927366.17,15/06/2026 21:07,KES
INV000880,DS000898,Aberdare Oil Traders,PMS,21500,,3523395.57,15/06/2026 20:42,KES
INV000881,DS000899,Highland Energy Co,PMS,30012,167.54,"5,028,112.13",2026-06-16 02:44,KES
INV000882,DS000900,Rift Valley Fuels Ltd,AGO,29600,156.04,"4,618,901.78",2026-06-23 04:42,KES
INV000883,DS000901,Coastline Energy Ltd,IK,24366,140.18,3415718.94,2026-06-18 00:01,KES
INV000884,DS000902,Lakeview Energy,PMS,29304,168.73,4944497.14,2026-06-16 19:02,KES
INV000885,DS000903,Delta Oil Marketers,AGO,30823,152.51,4700732.79,2026-06-15 19:34,KES
INV000886,DS000904,Aberdare Oil Traders,AGO,28655,157.02,4499388.82,22/06/2026 11:50,KES
INV000887,DS000905,Tsavo Energy Group,AGO,23355,158.19,3694637.42,2026-06-15 14:52,KES
INV000888,DS000906,Lakeview Energy,PMS,23359,164.65,3846139.60,2026-06-15 20:15,KES
INV000889,DS000907,Mara Fuels,AGO,27945,153.80,"4,297,917.21",2026-06-16 14:23,KES
INV000890,DS000908,Highland Energy Co,PMS,21276,163.20,3472282.97,17/06/2026 02:23,KES
INV000891,DS000909,Delta Oil Marketers,PMS,33628,165.73,5573198.45,15/06/2026 23:04,KES
INV000892,DS000910,Equator Fuels,PMS,29482,162.90,4802501.54,2026-06-16 19:20,KES
INV000893,DS000911,Baraka Downstream,PMS,30236,165.99,5018727.23,2026-06-22 09:58,KES
INV000894,DS000912,Kilele Fuels,AGO,23140,154.03,"3,564,241.13",2026-06-15 17:11,KES
INV000895,DS000913,Horizon Oil Marketers,PMS,31745,165.65,5258679.65,2026-06-17 17:12,KES
INV000896,DS000914,Equator Fuels,AGO,24361,152.73,3720764.82,2026-06-15 18:24,KES
INV000897,DS000915,Uhuru Energy Partners,PMS,20984,,3450266.61,15/06/2026 23:05,KES
INV000898,DS000916,Lakeview Energy,AGO,30685,157.84,4843318.35,2026-06-16 14:49,KES
INV000899,DS000917,Equator Fuels,IK,35191,141.99,"4,996,745.81",2026-06-15 17:39,KES
INV000900,DS000918,Zenith Petroleum,PMS,23124,168.16,3888560.91,19/06/2026 22:48,KES
INV000901,DS000919,Equator Fuels,PMS,31832,167.76,"5,340,287.81",23/06/2026 12:15,KES
INV000902,DS000920,Equator Fuels,IK,25896,139.50,3612366.10,17/06/2026 11:36,KES
INV000903,DS000921,Horizon Oil Marketers,AGO,29493,157.51,4645536.11,2026-06-17 12:32,KES
INV000904,DS000922,Horizon Oil Marketers,PMS,34508,163.24,5633234.73,16/06/2026 13:32,KES
INV000905,DS000923,Zenith Petroleum,PMS,32733,167.66,5488168.77,16/06/2026 11:57,KES
INV000906,DS000924,Coastline Energy Ltd,PMS,31293,165.48,5178503.71,18/06/2026 13:51,KES
INV000907,DS000925,Uhuru Energy Partners,PMS,27284,166.68,4547582.51,17/06/2026 04:28,KES
INV000908,DS000926,Horizon Oil Marketers,PMS,27145,165.95,4504758.03,2026-06-17 02:38,KES
INV000909,DS000927,Pioneer Fuels Kenya,PMS,24727,168.66,4170540.65,2026-06-16 23:20,KES
INV000910,DS000928,Equator Fuels,PMS,34810,165.85,5773099.70,2026-06-17 20:22,KES
INV000911,DS000929,Pioneer Fuels Kenya,AGO,32137,155.10,4984577.73,18/06/2026 22:40,KES
INV000912,DS000930,Amani Petroleum,AGO,22515,155.43,"3,499,538.44",2026-06-17 02:33,KES
INV000913,DS000931,Nyanza Petroleum Co,PMS,32485,164.90,5356893.79,2026-06-24 02:00,KES
INV000914,DS000933,Lakeview Energy,PMS,32948,168.66,5557160.79,17/06/2026 11:47,KES
INV000915,DS000934,Amani Petroleum,PMS,28892,166.55,4812043.67,19/06/2026 05:58,KES
INV000916,DS000935,Coastline Energy Ltd,PMS,23552,168.39,3965909.95,2026-06-18 11:52,KES
INV000917,DS000936,Horizon Oil Marketers,PMS,32631,168.60,"5,501,735.69",2026-06-23 20:38,KES
INV000918,DS000937,Savannah Petroleum,AGO,23713,154.48,3663285.97,2026-06-17 16:18,KES
INV000919,DS000938,Mara Fuels,PMS,28291,164.74,4660725.19,2026-06-16 12:54,KES
INV000920,DS000939,Nyanza Petroleum Co,PMS,33530,168.08,5635737.71,23/06/2026 08:07,KES
INV000921,DS000940,Coastline Energy Ltd,IK,29836,140.21,4183223.24,17/06/2026 11:24,KES
INV000922,DS000941,Amani Petroleum,PMS,30678,165.20,5067970.08,2026-06-17 02:42,KES
INV000923,DS000942,Pioneer Fuels Kenya,AGO,21869,154.59,3380822.53,18/06/2026 19:24,KES
INV000924,DS000943,Delta Oil Marketers,PMS,19986,165.77,3313089.02,16/06/2026 17:17,KES
INV000925,DS000944,Uhuru Energy Partners,PMS,22600,168.64,3811259.11,2026-06-16 22:40,KES
INV000926,DS000945,Pioneer Fuels Kenya,PMS,20311,168.21,3416553.57,2026-06-16 16:49,KES
INV000927,DS000946,Mara Fuels,AGO,25627,153.27,3927865.91,16/06/2026 18:34,KES
INV000928,DS000947,Lakeview Energy,PMS,23595,167.35,3948611.20,2026-06-17 19:34,KES
INV000929,DS000948,Equator Fuels,PMS,20880,163.71,3418290.85,18/06/2026 03:52,KES
INV000930,DS000950,Highland Energy Co,PMS,28814,166.28,4791280.44,17/06/2026 02:39,KES
INV000931,DS000951,Baraka Downstream,AGO,28699,154.23,4426144.57,16/06/2026 19:30,KES
INV000932,DS000952,Lakeview Energy,AGO,27942,152.70,4266869.96,18/06/2026 03:26,KES
INV000933,DS000953,Crescent Oil Ltd,AGO,34089,152.48,"5,197,850.63",2026-06-16 19:20,KES
INV000934,DS000954,Coastline Energy Ltd,PMS,29812,164.75,4911599.99,26/06/2026 14:59,KES
INV000935,DS000955,Tsavo Energy Group,AGO,25275,153.92,3890292.10,19/06/2026 14:44,KES
INV000936,DS000956,Savannah Petroleum,AGO,26237,153.46,"4,026,224.17",2026-06-18 13:28,KES
INV000937,DS000957,Crescent Oil Ltd,AGO,32485,157.22,5107136.24,2026-06-17 12:08,KES
INV000938,DS000958,Baraka Downstream,AGO,33746,157.03,5299029.59,18/06/2026 17:03,KES
INV000939,DS000959,Delta Oil Marketers,AGO,26534,153.41,4070549.63,19/06/2026 04:48,KES
INV000940,DS000960,Pioneer Fuels Kenya,AGO,34120,155.11,5292219.52,18/06/2026 00:12,KES
INV000941,DS000961,Horizon Oil Marketers,IK,31289,138.86,4344871.71,19/06/2026 12:57,KES
INV000942,DS000962,Highland Energy Co,PMS,23355,165.17,3857645.02,23/06/2026 12:36,KES
INV000943,DS000963,Baraka Downstream,AGO,24579,153.77,3779395.50,17/06/2026 16:54,KES
INV000944,DS000964,Savannah Petroleum,PMS,26405,166.89,4406700.93,16/06/2026 14:03,KES
