loading_id,depot,product,customer,truck_id,volume_loaded_litres,meter_start,meter_end,loading_ts
LD000640,Kisii,AGO,Amani Petroleum,TRK-805,27500,4916419.8,4943917.6,2026-06-10 08:44
LD000641,KISII,AGO,Horizon Oil Marketers,TRK-727,30100,1505059.0,1535153.1,2026-06-10 17:37
LD000642,KISII,AGO,Delta Oil Marketers,TRK-451,31000,1278564.6,1309570.5,2026-06-10 12:17
LD000643,KISII,AGO,Zenith Petroleum,TRK-510,22800,4422949.0,4445751.9,10/06/2026 11:26
LD000644,KISII,PMS,Nyanza Petroleum Co,TRK-838,24500,3571527.6,3596025.2,2026-06-10 09:36
LD000645,Kisii,AGO,Baraka Downstream,TRK-856,31100,3050619.0,3081714.0,10/06/2026 17:12
LD000646,mombasa,AGO,Delta Oil Marketers,TRK-969,32200,2633225.4,2665422.0,11/06/2026 10:26
LD000647,MOMBASA,PMS,Pioneer Fuels Kenya,TRK-201,32100,4614431.4,4646534.8,2026-06-11 22:54
LD000648,mombasa,PMS,Horizon Oil Marketers,TRK-442,20900,4595389.6,4616286.6,11/06/2026 13:30
LD000649,Mombasa,PMS,Aberdare Oil Traders,TRK-521,30400,4496906.9,4527299.1,11/06/2026 22:59
LD000650,MOMBASA,AGO,Pioneer Fuels Kenya,TRK-651,23600,2526447.8,2550040.7,11/06/2026 11:36
LD000651,mombasa,PMS,Kilele Fuels,TRK-490,22100,2651044.5,2673144.0,11/06/2026 21:31
LD000652,Msa,AGO,Tsavo Energy Group,TRK-445,20300,2685776.2,2706083.3,11/06/2026 09:55
LD000653,mombasa,AGO,Tsavo Energy Group,TRK-421,20400,4864973.6,4885375.5,11/06/2026 07:05
LD000654,nrb,AGO,Kilele Fuels,TRK-471,33200,3797261.5,3830458.0,11/06/2026 17:17
LD000655,Nairobi,PMS,Nyanza Petroleum Co,TRK-861,33400,4927194.8,4960599.8,2026-06-11 05:08
LD000656,Nairobi,PMS,Lakeview Energy,TRK-584,30100,3130703.5,3160813.8,2026-06-11 08:06
LD000657,NAIROBI,AGO,Lakeview Energy,TRK-732,30200,2799368.8,2829566.9,2026-06-11 21:48
LD000658,nrb,AGO,Nyanza Petroleum Co,TRK-390,21100,2053263.1,2074361.7,2026-06-11 17:19
LD000659,Nairobi Depot,PMS,Savannah Petroleum,TRK-981,20700,3268683.1,3289387.2,11/06/2026 10:01
LD000660,NAIROBI,AGO,Aberdare Oil Traders,TRK-238,21200,1905406.0,1926603.2,11/06/2026 22:59
LD000661,nrb,AGO,Highland Energy Co,TRK-455,31700,3395233.2,3426931.4,2026-06-11 18:33
LD000662,KISUMU,AGO,Zenith Petroleum,TRK-259,34300,1741320.7,1775624.7,2026-06-11 19:19
LD000663,Ksm,PMS,Coastline Energy Ltd,TRK-108,21300,1958040.7,1979341.1,11/06/2026 09:22
LD000664,KISUMU,IK,Rift Valley Fuels Ltd,TRK-917,21000,4325494.1,4346499.9,2026-06-11 20:19
LD000665,KISUMU,AGO,Equator Fuels,TRK-674,29600,1459732.0,1489336.9,11/06/2026 22:23
LD000666,KISUMU,PMS,Summit Downstream Ltd,TRK-181,34100,3287089.4,3321191.9,2026-06-11 17:53
LD000667,Kisumu,AGO,Highland Energy Co,TRK-522,28300,2721709.6,2750006.3,2026-06-11 13:18
LD000668,Ksm,PMS,Kilele Fuels,TRK-378,32400,3407693.7,3440084.5,11/06/2026 14:07
LD000669,Kisumu,PMS,Savannah Petroleum,TRK-122,34300,2773520.1,2807828.2,2026-06-11 05:09
LD000670,Kisumu,PMS,Kilele Fuels,TRK-338,29500,3810535.1,3840041.7,2026-06-11 09:45
LD000671,KISUMU,PMS,Uhuru Energy Partners,TRK-918,23800,3049455.1,3073253.9,11/06/2026 11:21
LD000672,Kisumu,AGO,Lakeview Energy,TRK-249,27800,3608897.0,3636692.8,11/06/2026 06:21
LD000673,ELDORET,AGO,Delta Oil Marketers,TRK-961,24300,2891588.5,2915893.0,11/06/2026 07:34
LD000674,Eldoret,AGO,Nyanza Petroleum Co,TRK-553,20000,1159063.9,1179062.8,2026-06-11 08:49
LD000675,ELDORET,PMS,Equator Fuels,TRK-797,29700,4629520.7,4659219.8,11/06/2026 08:33
LD000676,ELDORET,PMS,Highland Energy Co,TRK-359,27200,2891885.4,2919077.4,11/06/2026 06:47
LD000677,Eld,PMS,Equator Fuels,TRK-341,30000,2878975.1,2908968.7,11/06/2026 06:55
LD000678,Eldoret,PMS,Aberdare Oil Traders,TRK-505,29500,3148030.0,3177516.8,2026-06-11 10:50
LD000679,Eldoret,IK,Crescent Oil Ltd,TRK-889,33700,1197987.4,1231688.9,2026-06-11 20:44
LD000680,Nku,PMS,Crescent Oil Ltd,TRK-877,25400,4210342.7,4235744.1,2026-06-11 07:43
LD000681,NAKURU,PMS,Highland Energy Co,TRK-228,29200,3050670.9,3079872.8,2026-06-11 09:44
LD000682,Nku,PMS,Zenith Petroleum,TRK-549,26400,1348371.1,1374770.2,2026-06-11 22:50
LD000683,NAKURU,PMS,Baraka Downstream,TRK-140,29900,1455353.6,1485254.1,11/06/2026 17:22
LD000684,Nku,AGO,Delta Oil Marketers,TRK-291,34000,2974186.3,3008175.5,11/06/2026 22:44
LD000685,Nakuru,PMS,Crescent Oil Ltd,TRK-667,31200,4971267.4,5002465.4,2026-06-11 19:17
LD000686,Kisii,AGO,Aberdare Oil Traders,TRK-564,26200,3919441.2,3945637.9,11/06/2026 19:18
LD000687,KISII,AGO,Zenith Petroleum,TRK-344,34100,3683772.0,3717876.2,2026-06-11 05:39
LD000688,KISII,AGO,Summit Downstream Ltd,TRK-799,24700,3873716.9,3898411.1,2026-06-11 22:52
LD000689, Kisii ,AGO,Mara Fuels,TRK-635,35300,3885573.8,3920877.9,2026-06-11 15:26
LD000690,Kisii,PMS,Savannah Petroleum,TRK-597,20600,4486390.9,4506993.6,2026-06-11 09:11
LD000691, Kisii ,PMS,Delta Oil Marketers,TRK-818,24100,3661168.4,3685271.3,11/06/2026 17:42
LD000692,Msa,PMS,Lakeview Energy,TRK-313,21900,2675791.2,2697696.6,2026-06-12 12:38
LD000693,mombasa,AGO,Highland Energy Co,TRK-525,32000,1284030.7,1316029.6,2026-06-12 06:23
LD000694,mombasa,AGO,Savannah Petroleum,TRK-954,35100,3674290.6,3709387.3,2026-06-12 13:33
LD000695,Msa,IK,Horizon Oil Marketers,TRK-644,30900,2447680.0,2478579.5,2026-06-12 21:06
LD000696,Msa,PMS,Tsavo Energy Group,TRK-671,30200,4653147.8,4683347.9,2026-06-12 12:36
LD000697,Mombasa,AGO,Kilele Fuels,TRK-537,29800,4494794.4,4524591.3,2026-06-12 16:43
LD000698,Msa,AGO,Amani Petroleum,TRK-261,34400,1265775.4,1300177.2,12/06/2026 22:25
LD000699,Msa,IK,Zenith Petroleum,TRK-748,28500,1568548.5,1597048.3,12/06/2026 22:20
LD000700,mombasa,AGO,Summit Downstream Ltd,TRK-862,24700,2944002.0,2968701.0,12/06/2026 22:13
LD000701,Mombasa,IK,Rift Valley Fuels Ltd,TRK-391,29200,1174956.3,1204157.1,2026-06-12 19:25
LD000702,Nairobi Depot,IK,Coastline Energy Ltd,TRK-319,31700,3609166.6,3640861.5,2026-06-12 14:00
LD000703,NAIROBI,AGO,Highland Energy Co,TRK-684,33500,3769971.3,3803480.5,2026-06-12 13:58
LD000704,NAIROBI,PMS,Baraka Downstream,TRK-696,24400,2225254.0,2249650.3,2026-06-12 16:09
LD000705,Nairobi,PMS,Pioneer Fuels Kenya,TRK-322,32600,2785678.1,2818280.7,12/06/2026 14:05
LD000706,Nairobi Depot,AGO,Pioneer Fuels Kenya,TRK-197,33700,4666540.9,4700243.3,2026-06-12 10:31
LD000707,Nairobi Depot,AGO,Savannah Petroleum,TRK-442,26900,2275467.3,2302358.1,12/06/2026 17:05
LD000708,Nairobi,PMS,Nyanza Petroleum Co,TRK-969,29600,3822343.5,3851949.4,12/06/2026 08:55
LD000709,Nairobi Depot,PMS,Mara Fuels,TRK-253,31000,2498211.5,2529210.2,2026-06-12 21:02
LD000710,NAIROBI,PMS,Crescent Oil Ltd,TRK-192,22300,4560388.1,4582682.0,12/06/2026 17:28
LD000711,Nairobi,PMS,Baraka Downstream,TRK-587,25500,1617839.0,1643339.2,12/06/2026 17:09
LD000712,NAIROBI,PMS,Uhuru Energy Partners,TRK-233,30200,2362416.7,2392615.9,12/06/2026 17:32
LD000713,NAIROBI,AGO,Pioneer Fuels Kenya,TRK-730,21100,2638515.6,2659621.2,2026-06-12 20:25
LD000714,nrb,PMS,Pioneer Fuels Kenya,TRK-787,29700,2458374.9,2488069.0,12/06/2026 18:20
LD000715,Nairobi Depot,PMS,Zenith Petroleum,TRK-124,23500,4952143.9,4975653.4,2026-06-12 11:20
LD000716,Kisumu,IK,Baraka Downstream,TRK-937,27800,1110146.9,1137944.6,2026-06-12 19:39
LD000717,Kisumu,AGO,Lakeview Energy,TRK-155,28100,4856069.6,4884167.4,2026-06-12 09:48
LD000718,KISUMU,AGO,Mara Fuels,TRK-213,20500,2551947.0,2572446.5,12/06/2026 14:00
LD000719,Ksm,AGO,Highland Energy Co,TRK-659,22600,1093408.4,1116007.1,12/06/2026 15:13
LD000720,Ksm,AGO,Rift Valley Fuels Ltd,TRK-779,24600,4600332.7,4624940.7,2026-06-12 09:44
LD000721,KISUMU,PMS,Equator Fuels,TRK-732,21900,4823675.3,4845578.8,2026-06-12 06:18
LD000722,Ksm,AGO,Summit Downstream Ltd,TRK-778,29600,4306829.4,4336427.7,12/06/2026 05:04
LD000723,Eld,AGO,Summit Downstream Ltd,TRK-489,21400,3427509.4,3448909.3,2026-06-12 05:18
LD000724,Eldoret,IK,Crescent Oil Ltd,TRK-290,28500,1673347.8,1701849.8,12/06/2026 20:55
LD000725,ELDORET,AGO,Nyanza Petroleum Co,TRK-412,24000,4354196.9,4378202.2,12/06/2026 05:02
LD000726,Eld,PMS,Zenith Petroleum,TRK-463,31300,1708683.7,1739981.4,12/06/2026 10:01
LD000727,ELDORET,PMS,Savannah Petroleum,TRK-999,28100,3709549.3,3737652.5,2026-06-12 21:17
LD000728,Eld,IK,Baraka Downstream,TRK-502,28700,1660968.2,1689665.7,2026-06-12 13:14
LD000729,Nakuru,PMS,Crescent Oil Ltd,TRK-802,36000,1602086.0,1638083.4,12/06/2026 17:33
LD000730,NAKURU,PMS,Coastline Energy Ltd,TRK-437,32500,3938311.7,3970814.5,2026-06-12 09:27
LD000731,Nakuru,PMS,Highland Energy Co,TRK-307,24800,2303292.5,2328091.6,12/06/2026 09:37
LD000732,Nakuru,AGO,Baraka Downstream,TRK-888,31700,1591936.6,1623643.8,2026-06-12 21:58
LD000733,Nakuru,PMS,Horizon Oil Marketers,TRK-959,33600,3843538.9,3877147.2,2026-06-12 22:34
LD000734,Nku,AGO,Coastline Energy Ltd,TRK-941,25700,2833865.7,2859573.5,12/06/2026 18:26
LD000735,Nku,PMS,Baraka Downstream,TRK-880,20600,3983440.2,4004036.8,12/06/2026 11:06
LD000736,NAKURU,AGO,Nyanza Petroleum Co,TRK-126,30900,2867128.3,2898028.7,2026-06-12 12:38
LD000737,Nku,AGO,Amani Petroleum,TRK-580,20600,4878430.9,4899031.0,12/06/2026 20:08
LD000738,Nakuru,PMS,Delta Oil Marketers,TRK-297,21500,4018484.9,4039988.2,2026-06-12 17:31
LD000739,Nku,PMS,Aberdare Oil Traders,TRK-327,27900,2209789.9,2237706.2,2026-06-12 05:59
LD000740,Nku,AGO,Kilele Fuels,TRK-601,29000,2764894.9,2793888.7,12/06/2026 07:11
LD000741,Nku,AGO,Summit Downstream Ltd,TRK-722,29700,4674938.8,4704645.6,12/06/2026 12:27
LD000742, Kisii ,AGO,Pioneer Fuels Kenya,TRK-637,35700,2630336.8,2666032.6,2026-06-12 17:39
LD000743, Kisii ,AGO,Savannah Petroleum,TRK-351,33200,4058111.2,4091314.0,12/06/2026 19:29
LD000744,Kisii,IK,Summit Downstream Ltd,TRK-745,23200,1437056.8,1460257.2,2026-06-12 06:35
LD000745,KISII,PMS,Coastline Energy Ltd,TRK-392,33700,2756599.3,2790302.3,2026-06-12 17:56
LD000746, Kisii ,PMS,Amani Petroleum,TRK-574,30000,4705530.4,4735515.7,12/06/2026 06:44
LD000747, Kisii ,PMS,Tsavo Energy Group,TRK-812,20300,2907373.9,2927679.5,2026-06-12 21:07
LD000748, Kisii ,PMS,Rift Valley Fuels Ltd,TRK-704,31100,1537740.5,1568845.2,2026-06-12 15:28
LD000749,Kisii,AGO,Mara Fuels,TRK-828,24800,2434862.1,2459659.0,2026-06-12 07:16
LD000750,KISII,PMS,Zenith Petroleum,TRK-824,23400,4829792.1,4853196.4,2026-06-12 19:40
LD000751, Kisii ,PMS,Tsavo Energy Group,TRK-679,20100,4991283.4,5011388.2,2026-06-12 17:02
LD000752,Msa,PMS,Savannah Petroleum,TRK-416,20000,1176647.7,1196650.3,13/06/2026 09:11
LD000753,mombasa,AGO,Baraka Downstream,TRK-103,25500,3531625.3,3557126.2,2026-06-13 08:57
LD000754,MOMBASA,AGO,Rift Valley Fuels Ltd,TRK-605,31200,1417616.5,1448817.2,2026-06-13 20:34
LD000755,Mombasa,AGO,Uhuru Energy Partners,TRK-715,26400,3892597.9,3919002.7,2026-06-13 20:29
LD000756,Mombasa,AGO,Highland Energy Co,TRK-312,20400,2224549.4,2244943.8,2026-06-13 13:39
LD000757,mombasa,PMS,Baraka Downstream,TRK-783,28800,3528359.3,3557167.9,13/06/2026 16:02
LD000758,mombasa,IK,Uhuru Energy Partners,TRK-265,20100,1403764.8,1423868.2,2026-06-13 06:06
LD000759,mombasa,IK,Savannah Petroleum,TRK-406,33900,3726994.6,3760893.9,13/06/2026 16:59
LD000760,mombasa,AGO,Uhuru Energy Partners,TRK-166,22300,3840440.2,3862732.1,13/06/2026 07:48
LD000761,MOMBASA,PMS,Amani Petroleum,TRK-314,30700,1844449.9,1875148.5,2026-06-13 13:21
LD000762,mombasa,PMS,Delta Oil Marketers,TRK-719,24700,1609318.4,1634023.5,13/06/2026 21:05
LD000763,mombasa,AGO,Amani Petroleum,TRK-738,24300,1088107.7,1112413.5,2026-06-13 15:16
LD000764,NAIROBI,AGO,Delta Oil Marketers,TRK-284,30200,4915924.5,4946125.9,13/06/2026 20:33
LD000765,Nairobi,IK,Rift Valley Fuels Ltd,TRK-915,29700,2431256.3,2460952.0,2026-06-13 05:07
LD000766,NAIROBI,AGO,Savannah Petroleum,TRK-673,34200,3012335.8,3046537.5,2026-06-13 18:26
LD000767,Nairobi Depot,AGO,Lakeview Energy,TRK-618,27200,3343459.2,3370656.0,2026-06-13 14:16
LD000768,Nairobi,PMS,Summit Downstream Ltd,TRK-730,30900,1967726.7,1998627.6,2026-06-13 15:21
LD000769,Nairobi,PMS,Delta Oil Marketers,TRK-916,31400,4290139.2,4321540.4,2026-06-13 15:59
LD000770,KISUMU,AGO,Highland Energy Co,TRK-573,22300,4101384.6,4123691.4,2026-06-13 19:57
LD000771,Kisumu,AGO,Mara Fuels,TRK-119,24300,2986781.7,3011078.2,13/06/2026 14:36
LD000772,KISUMU,AGO,Baraka Downstream,TRK-131,30100,1217328.1,1247426.1,13/06/2026 16:04
LD000773,Kisumu,AGO,Crescent Oil Ltd,TRK-709,32000,2270347.2,2302347.2,13/06/2026 10:36
LD000774,KISUMU,AGO,Savannah Petroleum,TRK-188,20700,2104678.2,2125378.2,2026-06-13 15:45
LD000775,KISUMU,PMS,Amani Petroleum,TRK-214,31300,1250758.5,1282062.6,2026-06-13 14:13
LD000776,Ksm,AGO,Amani Petroleum,TRK-594,25100,1407569.6,1432665.3,2026-06-13 07:28
LD000777,Kisumu,PMS,Amani Petroleum,TRK-435,25800,2081573.1,2107370.7,2026-06-13 20:46
LD000778,KISUMU,AGO,Baraka Downstream,TRK-137,32600,4567488.6,4600093.0,13/06/2026 21:43
LD000779,Eld,AGO,Rift Valley Fuels Ltd,TRK-145,34600,2509272.2,2543871.9,2026-06-13 21:07
LD000780,ELDORET,PMS,Amani Petroleum,TRK-863,26200,3530847.5,3557057.4,2026-06-13 06:06
LD000781,ELDORET,AGO,Equator Fuels,TRK-297,31300,1017453.1,1048755.7,13/06/2026 14:40
LD000782,ELDORET,AGO,Horizon Oil Marketers,TRK-261,30700,4864190.0,4894885.9,2026-06-13 19:42
LD000783,Eld,PMS,Horizon Oil Marketers,TRK-458,32200,4803090.8,4835285.5,13/06/2026 22:32
LD000784,Eld,PMS,Nyanza Petroleum Co,TRK-418,21700,4127295.5,4149000.8,13/06/2026 14:36
LD000785,Eldoret,AGO,Rift Valley Fuels Ltd,TRK-791,30300,1192744.0,1223046.0,2026-06-13 06:08
LD000786,Eld,PMS,Summit Downstream Ltd,TRK-710,28000,2730916.5,2758915.9,13/06/2026 07:27
LD000787,Nku,AGO,Equator Fuels,TRK-786,30200,4083122.5,4113323.6,2026-06-13 14:21
LD000788,Nku,IK,Baraka Downstream,TRK-921,26700,3878615.3,3905308.7,13/06/2026 19:36
LD000789,Nakuru,PMS,Kilele Fuels,TRK-329,25900,4479052.7,4504956.9,13/06/2026 14:43
LD000790,NAKURU,IK,Mara Fuels,TRK-432,32700,4016092.1,4048798.6,13/06/2026 17:11
LD000791,Nakuru,PMS,Zenith Petroleum,TRK-966,20600,2578937.4,2599538.1,13/06/2026 20:07
LD000792,Nakuru,AGO,Horizon Oil Marketers,TRK-831,27500,3316701.0,3344199.3,13/06/2026 09:32
LD000793,Nku,AGO,Coastline Energy Ltd,TRK-510,21400,1172027.8,1193432.8,13/06/2026 07:50
LD000794,Kisii,PMS,Tsavo Energy Group,TRK-493,28300,2070370.7,2098673.3,13/06/2026 12:35
LD000795, Kisii ,PMS,Uhuru Energy Partners,TRK-450,33400,1058773.6,1092166.0,2026-06-13 18:50
LD000796, Kisii ,PMS,Pioneer Fuels Kenya,TRK-217,20300,1497473.6,1517767.9,13/06/2026 07:47
LD000797,Kisii,PMS,Kilele Fuels,TRK-515,26600,2971458.3,2998062.2,2026-06-13 08:52
LD000798,Kisii,AGO,Delta Oil Marketers,TRK-162,29500,1039695.3,1069183.3,2026-06-13 17:20
LD000799, Kisii ,AGO,Baraka Downstream,TRK-563,27400,4853997.0,4881407.1,13/06/2026 05:48
LD000800,KISII,PMS,Equator Fuels,TRK-424,25000,4095965.5,4120966.6,13/06/2026 19:12
LD000801,Kisii,IK,Zenith Petroleum,TRK-696,32400,3085184.2,3117583.0,13/06/2026 18:45
LD000802,Kisii,AGO,Zenith Petroleum,TRK-154,24200,1070209.5,1094410.5,13/06/2026 14:03
LD000803, Kisii ,PMS,Rift Valley Fuels Ltd,TRK-819,24700,4092567.5,4117256.7,13/06/2026 14:55
LD000804, Kisii ,AGO,Summit Downstream Ltd,TRK-316,25900,1005414.5,1031315.8,2026-06-13 17:25
LD000805,Msa,AGO,Summit Downstream Ltd,TRK-468,30300,4896777.8,4927078.7,2026-06-14 11:35
LD000806,MOMBASA,PMS,Rift Valley Fuels Ltd,TRK-116,32500,2831983.0,2864484.2,14/06/2026 09:08
LD000807,Msa,AGO,Baraka Downstream,TRK-525,26400,2211662.9,2238062.4,14/06/2026 09:05
LD000808,Msa,AGO,Uhuru Energy Partners,TRK-560,32000,2895239.3,2927231.1,14/06/2026 19:32
LD000809,MOMBASA,PMS,Rift Valley Fuels Ltd,TRK-967,20900,4831159.2,4852059.3,14/06/2026 18:38
LD000810,Msa,PMS,Zenith Petroleum,TRK-138,35400,1302420.2,1337821.4,14/06/2026 22:36
LD000811,mombasa,PMS,Lakeview Energy,TRK-848,25900,1901525.1,1927423.2,14/06/2026 20:44
LD000812,Mombasa,AGO,Crescent Oil Ltd,TRK-583,30000,4125287.4,4155285.8,14/06/2026 21:56
LD000813,Msa,AGO,Rift Valley Fuels Ltd,TRK-624,29300,1587850.8,1617153.3,14/06/2026 15:34
LD000814,mombasa,PMS,Tsavo Energy Group,TRK-711,26200,3696521.2,3722726.9,14/06/2026 14:18
LD000815,Nairobi Depot,PMS,Tsavo Energy Group,TRK-772,25500,4669943.4,4695442.1,2026-06-14 20:37
LD000816,Nairobi Depot,PMS,Amani Petroleum,TRK-902,34200,3830885.4,3865076.2,14/06/2026 07:08
LD000817,NAIROBI,PMS,Aberdare Oil Traders,TRK-214,21000,1589212.2,1610206.8,2026-06-14 13:17
LD000818,NAIROBI,AGO,Tsavo Energy Group,TRK-817,35300,3118638.9,3153938.1,14/06/2026 16:51
LD000819,NAIROBI,PMS,Savannah Petroleum,TRK-186,23900,3002414.3,3026311.7,2026-06-14 21:55
LD000820,NAIROBI,AGO,Summit Downstream Ltd,TRK-550,24400,4227862.0,4252263.1,2026-06-14 18:49
LD000821,Kisumu,AGO,Aberdare Oil Traders,TRK-218,28700,1721231.7,1749943.1,2026-06-14 16:03
LD000822,Ksm,AGO,Delta Oil Marketers,TRK-870,33800,2925333.5,2959125.7,2026-06-14 20:19
LD000823,KISUMU,PMS,Aberdare Oil Traders,TRK-991,34400,3697395.9,3731784.0,2026-06-14 17:30
LD000824,Kisumu,PMS,Mara Fuels,TRK-799,30500,1435573.3,1466076.3,2026-06-14 19:24
LD000825,KISUMU,IK,Uhuru Energy Partners,TRK-767,30200,2992944.0,3023146.7,14/06/2026 16:54
LD000826,Ksm,PMS,Pioneer Fuels Kenya,TRK-891,28400,1876469.9,1904869.3,2026-06-14 08:16
LD000827,KISUMU,AGO,Mara Fuels,TRK-284,27300,4677549.6,4704847.1,2026-06-14 11:33
LD000828,Eld,AGO,Uhuru Energy Partners,TRK-206,35700,1760430.6,1796127.7,14/06/2026 07:00
LD000829,Eldoret,PMS,Equator Fuels,TRK-734,32700,4631595.2,4664297.3,2026-06-14 14:16
LD000830,Eldoret,IK,Horizon Oil Marketers,TRK-222,32100,1646685.7,1678785.8,2026-06-14 11:38
LD000831,ELDORET,PMS,Horizon Oil Marketers,TRK-359,27600,3873324.7,3900928.3,14/06/2026 10:57
LD000832,ELDORET,AGO,Kilele Fuels,TRK-383,30700,1650799.0,1681492.5,14/06/2026 07:40
LD000833,Eldoret,PMS,Savannah Petroleum,TRK-440,29000,4086507.6,4115506.0,14/06/2026 07:17
LD000834,Eld,IK,Kilele Fuels,TRK-305,20100,2428117.4,2448217.4,14/06/2026 13:11
LD000835,Nakuru,PMS,Baraka Downstream,TRK-541,32900,1184226.9,1217124.5,2026-06-14 20:06
LD000836,Nku,IK,Savannah Petroleum,TRK-685,28200,4233101.8,4261304.1,14/06/2026 13:06
LD000837,Nakuru,AGO,Delta Oil Marketers,TRK-755,24100,1983229.8,2007334.2,2026-06-14 05:57
LD000838,Nakuru,AGO,Mara Fuels,TRK-688,20000,4605532.4,4625531.3,14/06/2026 13:09
LD000839,NAKURU,AGO,Lakeview Energy,TRK-103,22500,4960345.5,4982845.5,14/06/2026 17:54
LD000840,NAKURU,PMS,Zenith Petroleum,TRK-410,28200,2926197.4,2954400.5,2026-06-14 22:59
LD000841,Nakuru,AGO,Highland Energy Co,TRK-448,30200,1362886.8,1393078.3,14/06/2026 07:23
LD000842,NAKURU,AGO,Equator Fuels,TRK-140,30000,4969769.2,4999767.1,2026-06-14 14:41
LD000843,NAKURU,PMS,Horizon Oil Marketers,TRK-467,26200,3295365.0,3321570.6,2026-06-14 17:57
LD000844,Nakuru,AGO,Equator Fuels,TRK-297,34400,4509422.4,4543821.0,2026-06-14 19:47
LD000845,Nku,AGO,Highland Energy Co,TRK-611,35600,1110076.7,1145679.1,14/06/2026 07:50
LD000846,Nku,IK,Mara Fuels,TRK-906,23700,4825280.4,4848983.7,2026-06-14 05:02
LD000847,Nku,PMS,Amani Petroleum,TRK-794,22400,3718199.7,3740597.9,2026-06-14 11:51
LD000848,NAKURU,AGO,Lakeview Energy,TRK-244,31500,3253298.6,3284791.3,2026-06-14 12:59
LD000849,Nakuru,AGO,Baraka Downstream,TRK-747,26800,2305353.7,2332152.8,14/06/2026 06:15
LD000850,Kisii,AGO,Crescent Oil Ltd,TRK-705,34300,4785826.1,4820127.0,2026-06-14 08:29
LD000851, Kisii ,PMS,Equator Fuels,TRK-930,34300,2677792.0,2712091.4,14/06/2026 12:04
LD000852,Kisii,PMS,Mara Fuels,TRK-912,28000,1818720.4,1846728.0,2026-06-14 22:08
LD000853,KISII,AGO,Horizon Oil Marketers,TRK-875,29500,1744543.6,1774048.0,2026-06-14 15:04
LD000854,Kisii,AGO,Kilele Fuels,TRK-695,23300,1284633.1,1307931.0,2026-06-14 22:10
LD000855,Kisii,PMS,Tsavo Energy Group,TRK-598,21100,4763138.1,4784225.1,2026-06-14 17:49
LD000856, Kisii ,PMS,Pioneer Fuels Kenya,TRK-526,33000,4343303.7,4376304.7,14/06/2026 07:45
LD000857,Kisii,AGO,Aberdare Oil Traders,TRK-521,25300,3774472.2,3799775.6,2026-06-14 11:09
LD000858,Kisii,AGO,Tsavo Energy Group,TRK-726,22400,4503532.3,4525938.3,14/06/2026 06:38
LD000859,Kisii,PMS,Nyanza Petroleum Co,TRK-642,28600,2129889.7,2158487.2,14/06/2026 05:35
LD000860, Kisii ,AGO,Nyanza Petroleum Co,TRK-741,22000,4062187.0,4084186.6,2026-06-14 22:32
LD000861,KISII,PMS,Baraka Downstream,TRK-585,20000,2666263.3,2686259.9,2026-06-14 11:07
LD000862,mombasa,PMS,Zenith Petroleum,TRK-545,23200,1814313.5,1837513.7,15/06/2026 06:03
LD000863,MOMBASA,AGO,Horizon Oil Marketers,TRK-650,20200,2749927.7,2770124.7,2026-06-15 19:02
LD000864,Msa,AGO,Horizon Oil Marketers,TRK-340,31700,3562542.4,3594237.6,15/06/2026 20:32
LD000865,MOMBASA,PMS,Horizon Oil Marketers,TRK-200,26700,4036275.8,4062980.1,15/06/2026 15:14
LD000866,Msa,AGO,Nyanza Petroleum Co,TRK-699,33100,2011254.4,2044355.6,2026-06-15 17:57
LD000867,mombasa,AGO,Crescent Oil Ltd,TRK-496,24300,1501425.9,1525719.0,2026-06-15 09:13
LD000868,mombasa,AGO,Zenith Petroleum,TRK-307,32200,3169884.0,3202081.7,2026-06-15 11:40
LD000869,Msa,PMS,Baraka Downstream,TRK-576,22400,2522758.7,2545166.2,15/06/2026 06:17
LD000870,MOMBASA,PMS,Coastline Energy Ltd,TRK-908,20300,2076078.6,2096376.1,2026-06-15 15:14
LD000871,Msa,PMS,Equator Fuels,TRK-957,28300,2075387.0,2103685.4,15/06/2026 21:31
LD000872,MOMBASA,PMS,Nyanza Petroleum Co,TRK-544,25800,4796834.5,4822646.0,2026-06-15 18:47
LD000873,Mombasa,IK,Savannah Petroleum,TRK-581,30100,1519765.5,1549872.8,15/06/2026 05:26
LD000874,Mombasa,AGO,Horizon Oil Marketers,TRK-346,31300,1688356.9,1719658.5,2026-06-15 20:51
LD000875,Mombasa,AGO,Baraka Downstream,TRK-344,35600,2795254.6,2830852.8,2026-06-15 18:13
LD000876,Mombasa,AGO,Kilele Fuels,TRK-865,21600,4214072.4,4235670.5,15/06/2026 14:10
LD000877,Nairobi Depot,AGO,Summit Downstream Ltd,TRK-992,22000,4401886.5,4423885.5,15/06/2026 09:55
LD000878,Nairobi Depot,AGO,Lakeview Energy,TRK-807,20800,1568681.8,1589481.5,2026-06-15 05:55
LD000879,NAIROBI,PMS,Crescent Oil Ltd,TRK-913,23400,3660584.8,3683988.5,2026-06-15 13:44
LD000880,Nairobi Depot,AGO,Savannah Petroleum,TRK-790,27000,3197239.1,3224244.8,2026-06-15 15:47
LD000881,NAIROBI,PMS,Crescent Oil Ltd,TRK-475,25000,2930001.7,2954989.5,2026-06-15 16:29
LD000882,nrb,AGO,Mara Fuels,TRK-216,34500,1064247.5,1098748.2,2026-06-15 11:08
